Banco,Contrato,Origen,Tipo archivo recaudo,periodo,mes,Valor pago,Año_mes
bancolombia,circulacion y transito,p,pagos web,2022,10,97044,2022-10-01
bancolombia,circulacion y transito,p,pagos web,2022,11,528949,2022-11-01
bancolombia,circulacion y transito,p,pagos web,2022,12,3971730,2022-12-01
bancolombia,circulacion y transito,p,pagos web,2023,1,2214120,2023-01-01
bancolombia,circulacion y transito,p,pagos web,2023,2,8424058,2023-02-01
bancolombia,circulacion y transito,p,pagos web,2023,3,9621148,2023-03-01
bancolombia,circulacion y transito,p,pagos web,2023,4,61592697,2023-04-01
bancolombia,circulacion y transito,p,pagos web,2023,5,69536,2023-05-01
bancolombia,circulacion y transito,p,pagos web,2023,6,1576075,2023-06-01
bancolombia,circulacion y transito,p,pagos web,2023,7,17411075,2023-07-01
bancolombia,circulacion y transito,p,pagos web,2023,8,7259002,2023-08-01
bancolombia,circulacion y transito,p,pagos web,2023,9,2793112,2023-09-01
bancolombia,circulacion y transito,p,pagos web,2023,10,4132115,2023-10-01
bancolombia,circulacion y transito,p,pagos web,2023,11,937774,2023-11-01
bancolombia,circulacion y transito,p,pagos web,2023,12,326033,2023-12-01
bancolombia,circulacion y transito,presencial,pagos presencial,2020,1,44631096,2020-01-01
bancolombia,circulacion y transito,presencial,pagos presencial,2020,2,58186111,2020-02-01
bancolombia,circulacion y transito,presencial,pagos presencial,2020,3,32975047,2020-03-01
bancolombia,circulacion y transito,presencial,pagos presencial,2020,4,25208,2020-04-01
bancolombia,circulacion y transito,presencial,pagos presencial,2020,5,1362184,2020-05-01
bancolombia,circulacion y transito,presencial,pagos presencial,2020,6,21494857,2020-06-01
bancolombia,circulacion y transito,presencial,pagos presencial,2020,7,43570457,2020-07-01
bancolombia,circulacion y transito,presencial,pagos presencial,2020,8,20194675,2020-08-01
bancolombia,circulacion y transito,presencial,pagos presencial,2020,9,39585447,2020-09-01
bancolombia,circulacion y transito,presencial,pagos presencial,2020,10,64040376,2020-10-01
bancolombia,circulacion y transito,presencial,pagos presencial,2020,11,80017062,2020-11-01
bancolombia,circulacion y transito,presencial,pagos presencial,2020,12,55690132,2020-12-01
bancolombia,circulacion y transito,presencial,pagos presencial,2021,1,51018830,2021-01-01
bancolombia,circulacion y transito,presencial,pagos presencial,2021,2,71545725,2021-02-01
bancolombia,circulacion y transito,presencial,pagos presencial,2021,3,78462103,2021-03-01
bancolombia,circulacion y transito,presencial,pagos presencial,2021,4,33081299,2021-04-01
bancolombia,circulacion y transito,presencial,pagos presencial,2021,5,69435126,2021-05-01
bancolombia,circulacion y transito,presencial,pagos presencial,2021,6,84095013,2021-06-01
bancolombia,circulacion y transito,presencial,pagos presencial,2021,7,185441123,2021-07-01
bancolombia,circulacion y transito,presencial,pagos presencial,2021,8,62005628,2021-08-01
bancolombia,circulacion y transito,presencial,pagos presencial,2021,9,80263466,2021-09-01
bancolombia,circulacion y transito,presencial,pagos presencial,2021,10,106081256,2021-10-01
bancolombia,circulacion y transito,presencial,pagos presencial,2021,11,97937293,2021-11-01
bancolombia,circulacion y transito,presencial,pagos presencial,2021,12,57657171,2021-12-01
bancolombia,circulacion y transito,presencial,pagos presencial,2022,1,43666194,2022-01-01
bancolombia,circulacion y transito,presencial,pagos presencial,2022,2,64998981,2022-02-01
bancolombia,circulacion y transito,presencial,pagos presencial,2022,3,92885628,2022-03-01
bancolombia,circulacion y transito,presencial,pagos presencial,2022,4,252972804,2022-04-01
bancolombia,circulacion y transito,presencial,pagos presencial,2022,5,83804649,2022-05-01
bancolombia,circulacion y transito,presencial,pagos presencial,2022,6,78020558,2022-06-01
bancolombia,circulacion y transito,presencial,pagos presencial,2022,7,59156238,2022-07-01
bancolombia,circulacion y transito,presencial,pagos presencial,2022,8,47643420,2022-08-01
bancolombia,circulacion y transito,presencial,pagos presencial,2022,9,62083235,2022-09-01
bancolombia,circulacion y transito,presencial,pagos presencial,2022,10,37314488,2022-10-01
bancolombia,circulacion y transito,presencial,pagos presencial,2022,11,28268141,2022-11-01
bancolombia,circulacion y transito,presencial,pagos presencial,2022,12,70979398,2022-12-01
bancolombia,circulacion y transito,presencial,pagos presencial,2023,1,59734784,2023-01-01
bancolombia,circulacion y transito,presencial,pagos presencial,2023,2,97394518,2023-02-01
bancolombia,circulacion y transito,presencial,pagos presencial,2023,3,127703755,2023-03-01
bancolombia,circulacion y transito,presencial,pagos presencial,2023,4,275155720,2023-04-01
bancolombia,circulacion y transito,presencial,pagos presencial,2023,5,76439888,2023-05-01
bancolombia,circulacion y transito,presencial,pagos presencial,2023,6,106571210,2023-06-01
bancolombia,circulacion y transito,presencial,pagos presencial,2023,7,92841963,2023-07-01
bancolombia,circulacion y transito,presencial,pagos presencial,2023,8,49013293,2023-08-01
bancolombia,circulacion y transito,presencial,pagos presencial,2023,9,91879688,2023-09-01
bancolombia,circulacion y transito,presencial,pagos presencial,2023,10,43681204,2023-10-01
bancolombia,circulacion y transito,presencial,pagos presencial,2023,11,28340532,2023-11-01
bancolombia,circulacion y transito,presencial,pagos presencial,2023,12,31199081,2023-12-01
bancolombia,circulación pico y placa,presencial,pagos presencial,2022,2,1320300,2022-02-01
bancolombia,circulación pico y placa,presencial,pagos presencial,2022,9,112695,2022-09-01
bancolombia,cuotas partes jubilatorias,presencial,pagos presencial,2020,1,1000051,2020-01-01
bancolombia,cuotas partes jubilatorias,presencial,pagos presencial,2020,2,2548173,2020-02-01
bancolombia,cuotas partes jubilatorias,presencial,pagos presencial,2020,4,1124978,2020-04-01
bancolombia,cuotas partes jubilatorias,presencial,pagos presencial,2020,7,3089239,2020-07-01
bancolombia,cuotas partes jubilatorias,presencial,pagos presencial,2020,8,733205,2020-08-01
bancolombia,cuotas partes jubilatorias,presencial,pagos presencial,2020,9,1011886,2020-09-01
bancolombia,cuotas partes jubilatorias,presencial,pagos presencial,2020,10,1562155,2020-10-01
bancolombia,deguello de ganado,p,pagos web,2020,1,306139400,2020-01-01
bancolombia,deguello de ganado,p,pagos web,2020,2,292067100,2020-02-01
bancolombia,deguello de ganado,p,pagos web,2020,3,281080800,2020-03-01
bancolombia,deguello de ganado,p,pagos web,2020,4,281486400,2020-04-01
bancolombia,deguello de ganado,p,pagos web,2020,5,250454100,2020-05-01
bancolombia,deguello de ganado,p,pagos web,2020,6,172781700,2020-06-01
bancolombia,deguello de ganado,p,pagos web,2020,7,240563700,2020-07-01
bancolombia,deguello de ganado,p,pagos web,2020,8,264010500,2020-08-01
bancolombia,deguello de ganado,p,pagos web,2020,9,284368500,2020-09-01
bancolombia,deguello de ganado,p,pagos web,2020,10,295397700,2020-10-01
bancolombia,deguello de ganado,p,pagos web,2020,11,304262400,2020-11-01
bancolombia,deguello de ganado,p,pagos web,2020,12,291876000,2020-12-01
bancolombia,deguello de ganado,p,pagos web,2021,1,338223600,2021-01-01
bancolombia,deguello de ganado,p,pagos web,2021,2,191648000,2021-02-01
bancolombia,deguello de ganado,p,pagos web,2021,3,289432000,2021-03-01
bancolombia,deguello de ganado,p,pagos web,2021,4,320012000,2021-04-01
bancolombia,deguello de ganado,p,pagos web,2021,5,284612000,2021-05-01
bancolombia,deguello de ganado,p,pagos web,2021,6,218580000,2021-06-01
bancolombia,deguello de ganado,p,pagos web,2021,7,309792000,2021-07-01
bancolombia,deguello de ganado,p,pagos web,2021,8,236000000,2021-08-01
bancolombia,deguello de ganado,p,pagos web,2021,9,309480000,2021-09-01
bancolombia,deguello de ganado,p,pagos web,2021,10,226520000,2021-10-01
bancolombia,deguello de ganado,p,pagos web,2021,11,302712000,2021-11-01
bancolombia,deguello de ganado,p,pagos web,2021,12,298340000,2021-12-01
bancolombia,deguello de ganado,p,pagos web,2022,1,240788000,2022-01-01
bancolombia,deguello de ganado,p,pagos web,2022,2,293605200,2022-02-01
bancolombia,deguello de ganado,p,pagos web,2022,3,216791400,2022-03-01
bancolombia,deguello de ganado,p,pagos web,2022,4,249421200,2022-04-01
bancolombia,deguello de ganado,p,pagos web,2022,5,319405800,2022-05-01
bancolombia,deguello de ganado,p,pagos web,2022,6,335252400,2022-06-01
bancolombia,deguello de ganado,p,pagos web,2022,7,237506000,2022-07-01
bancolombia,deguello de ganado,p,pagos web,2022,8,244789000,2022-08-01
bancolombia,deguello de ganado,p,pagos web,2022,9,337995000,2022-09-01
bancolombia,deguello de ganado,p,pagos web,2022,10,325550000,2022-10-01
bancolombia,deguello de ganado,p,pagos web,2022,11,319565000,2022-11-01
bancolombia,deguello de ganado,p,pagos web,2022,12,323354000,2022-12-01
bancolombia,deguello de ganado,p,pagos web,2023,1,359809000,2023-01-01
bancolombia,deguello de ganado,p,pagos web,2023,2,341737400,2023-02-01
bancolombia,deguello de ganado,p,pagos web,2023,3,253541500,2023-03-01
bancolombia,deguello de ganado,p,pagos web,2023,4,270053000,2023-04-01
bancolombia,deguello de ganado,p,pagos web,2023,5,236673000,2023-05-01
bancolombia,deguello de ganado,p,pagos web,2023,6,390415400,2023-06-01
bancolombia,deguello de ganado,p,pagos web,2023,7,363747100,2023-07-01
bancolombia,deguello de ganado,p,pagos web,2023,8,369514000,2023-08-01
bancolombia,deguello de ganado,p,pagos web,2023,9,381757600,2023-09-01
bancolombia,deguello de ganado,p,pagos web,2023,10,375487700,2023-10-01
bancolombia,deguello de ganado,p,pagos web,2023,11,279062500,2023-11-01
bancolombia,deguello de ganado,p,pagos web,2023,12,277023000,2023-12-01
bancolombia,delineación urbana,a,pagos web,2020,11,162000,2020-11-01
bancolombia,delineación urbana,a,pagos web,2020,12,170000,2020-12-01
bancolombia,delineación urbana,a,pagos web,2021,4,156000,2021-04-01
bancolombia,delineación urbana,a,pagos web,2021,5,479000,2021-05-01
bancolombia,delineación urbana,a,pagos web,2021,8,236000,2021-08-01
bancolombia,delineación urbana,a,pagos web,2022,4,17280000,2022-04-01
bancolombia,delineación urbana,a,pagos web,2023,6,488990,2023-06-01
bancolombia,delineación urbana,a,pagos web,2023,10,14539160,2023-10-01
bancolombia,delineación urbana,n,pagos web,2022,9,906928,2022-09-01
bancolombia,delineación urbana,n,pagos web,2022,10,253716109,2022-10-01
bancolombia,delineación urbana,n,pagos web,2022,11,154082000,2022-11-01
bancolombia,delineación urbana,n,pagos web,2022,12,4794109,2022-12-01
bancolombia,delineación urbana,n,pagos web,2023,1,839810000,2023-01-01
bancolombia,delineación urbana,n,pagos web,2023,2,21249130,2023-02-01
bancolombia,delineación urbana,n,pagos web,2023,3,935887270,2023-03-01
bancolombia,delineación urbana,n,pagos web,2023,4,7369090,2023-04-01
bancolombia,delineación urbana,n,pagos web,2023,5,41453940,2023-05-01
bancolombia,delineación urbana,n,pagos web,2023,6,4342660682,2023-06-01
bancolombia,delineación urbana,n,pagos web,2023,8,42307368,2023-08-01
bancolombia,delineación urbana,n,pagos web,2023,9,151141348,2023-09-01
bancolombia,delineación urbana,n,pagos web,2023,10,878578350,2023-10-01
