"contrato;periodo;mes;nombre_banco;tipo_archivo_recaudo;total_recaudo;total_transacciones;periodo_mes"
"alumbrado publico;2014;1;no definido;presencial;3578903099;58;2014/1"
"alumbrado publico;2014;1;bbva;presencial;3389268;9;2014/1"
"alumbrado publico;2014;1;bogota;presencial;94003209;10;2014/1"
"alumbrado publico;2014;1;colpatria;presencial;3727652;2;2014/1"
"alumbrado publico;2014;1;davivienda;presencial;1595026;3;2014/1"
"alumbrado publico;2014;1;itau;presencial;2458610;5;2014/1"
"alumbrado publico;2014;1;occidente;presencial;52562300;2;2014/1"
"alumbrado publico;2014;1;popular;presencial;112544;1;2014/1"
"circulacion y transito;2014;1;no definido;presencial;174885967;527;2014/1"
"circulacion y transito;2014;1;bbva;presencial;219810168;16;2014/1"
"circulacion y transito;2014;1;occidente;presencial;300333;75;2014/1"
"circulacion y transito;2014;1;popular;presencial;12911919;3441;2014/1"
"constructores;2014;1;no definido;presencial;351784719;8;2014/1"
"constructores;2014;1;occidente;presencial;32121950;1;2014/1"
"cuotas partes jubilatorias;2014;1;no definido;presencial;318233;1;2014/1"
"deguello de ganado;2014;1;no definido;presencial;90660275;1;2014/1"
"deguello de ganado;2014;1;colpatria;presencial;67427190;1;2014/1"
"delineacion urbana;2014;1;no definido;presencial;1478441493;179;2014/1"
"delineacion urbana;2014;1;av villas;presencial;9195;1;2014/1"
"delineacion urbana;2014;1;bancolombia;presencial;94603;1;2014/1"
"delineacion urbana;2014;1;bogota;presencial;140731870;8;2014/1"
"delineacion urbana;2014;1;caja social;presencial;762835;2;2014/1"
"delineacion urbana;2014;1;colpatria;presencial;73120357;4;2014/1"
"delineacion urbana;2014;1;davivienda;presencial;20478923;4;2014/1"
"delineacion urbana;2014;1;itau;presencial;164940461;3;2014/1"
"delineacion urbana;2014;1;occidente;presencial;124907325;34;2014/1"
"delineacion urbana;2014;1;popular;presencial;222003417;3;2014/1"
"espectaculos publicos;2014;1;no definido;presencial;46851617;5;2014/1"
"espectaculos publicos;2014;1;bancolombia;presencial;67318989;1;2014/1"
"espectaculos publicos;2014;1;bogota;presencial;189930221;4;2014/1"
"espectaculos publicos;2014;1;itau;presencial;1450227;3;2014/1"
"espectaculos publicos;2014;1;popular;presencial;41895142;3;2014/1"
"estampilla procultura;2014;1;no definido;presencial;138245805;6;2014/1"
"estampilla procultura;2014;1;bogota;presencial;4928;1;2014/1"
"estampilla procultura;2014;1;occidente;presencial;3732000;1;2014/1"
"impuesto predial;2014;1;no definido;presencial;25499603547;51940;2014/1"
"impuesto predial;2014;1;agrario;presencial;45332878;127;2014/1"
"impuesto predial;2014;1;av villas;presencial;256674565;1153;2014/1"
"impuesto predial;2014;1;bancolombia;presencial;1915320792;6477;2014/1"
"impuesto predial;2014;1;bbva;presencial;467163162;980;2014/1"
"impuesto predial;2014;1;bogota;presencial;3599691691;6027;2014/1"
"impuesto predial;2014;1;caja social;presencial;449818407;1800;2014/1"
"impuesto predial;2014;1;colpatria;presencial;1092238899;699;2014/1"
"impuesto predial;2014;1;davivienda;presencial;2495194540;5464;2014/1"
"impuesto predial;2014;1;itau;presencial;251351501;537;2014/1"
"impuesto predial;2014;1;occidente;presencial;4774547979;7595;2014/1"
"impuesto predial;2014;1;popular;presencial;309423265;1164;2014/1"
"impuesto predial;2014;1;sudameris;presencial;153366954;735;2014/1"
"impuesto telefonico;2014;1;no definido;presencial;2311798082;2;2014/1"
"industria y comercio;2014;1;no definido;presencial;16888823789;22354;2014/1"
"industria y comercio;2014;1;agrario;presencial;18568743;41;2014/1"
"industria y comercio;2014;1;av villas;presencial;86650613;358;2014/1"
"industria y comercio;2014;1;bancolombia;presencial;5055310819;2889;2014/1"
"industria y comercio;2014;1;bbva;presencial;1035064864;254;2014/1"
"industria y comercio;2014;1;bogota;presencial;4817072938;4193;2014/1"
"industria y comercio;2014;1;caja social;presencial;93307167;702;2014/1"
"industria y comercio;2014;1;colpatria;presencial;122124061;382;2014/1"
"industria y comercio;2014;1;davivienda;presencial;986122809;1878;2014/1"
"industria y comercio;2014;1;itau;presencial;246289936;224;2014/1"
"industria y comercio;2014;1;occidente;presencial;3786850380;2344;2014/1"
"industria y comercio;2014;1;popular;presencial;197185277;424;2014/1"
"industria y comercio;2014;1;sudameris;presencial;179260810;366;2014/1"
"ingresos no tributarios;2014;1;no definido;presencial;4668442156;30829;2014/1"
"ingresos no tributarios;2014;1;av villas;presencial;2834454;20;2014/1"
"ingresos no tributarios;2014;1;bancolombia;presencial;83201591;405;2014/1"
"ingresos no tributarios;2014;1;bbva;presencial;2535556;10;2014/1"
"ingresos no tributarios;2014;1;bogota;presencial;48099345;74;2014/1"
"ingresos no tributarios;2014;1;caja social;presencial;13527562;208;2014/1"
"ingresos no tributarios;2014;1;colpatria;presencial;7821577;5;2014/1"
"ingresos no tributarios;2014;1;davivienda;presencial;412914230;266;2014/1"
"ingresos no tributarios;2014;1;itau;presencial;16766069;4;2014/1"
"ingresos no tributarios;2014;1;occidente;presencial;1504565453;4951;2014/1"
"ingresos no tributarios;2014;1;popular;presencial;3695367973;42857;2014/1"
"ingresos no tributarios;2014;1;sudameris;presencial;501000;2;2014/1"
"otros ingresos;2014;1;no definido;presencial;2058088214;432;2014/1"
"otros ingresos;2014;1;bancolombia;presencial;43830230;16;2014/1"
"otros ingresos;2014;1;bbva;presencial;130746260;20;2014/1"
"otros ingresos;2014;1;bogota;presencial;24196082;15;2014/1"
"otros ingresos;2014;1;caja social;presencial;246146;2;2014/1"
"otros ingresos;2014;1;davivienda;presencial;3589416;6;2014/1"
"otros ingresos;2014;1;occidente;presencial;124985619;16;2014/1"
"otros ingresos;2014;1;popular;presencial;301956818;41;2014/1"
"otros ingresos;2014;1;sudameris;presencial;97216;1;2014/1"
"otros ingresos tributarios;2014;1;bogota;presencial;2282000;1;2014/1"
"publicidad exterior visual;2014;1;no definido;presencial;89754154;437;2014/1"
"publicidad exterior visual;2014;1;av villas;presencial;98000;1;2014/1"
"publicidad exterior visual;2014;1;bbva;presencial;392000;2;2014/1"
"publicidad exterior visual;2014;1;bogota;presencial;18673245;89;2014/1"
"publicidad exterior visual;2014;1;colpatria;presencial;490000;3;2014/1"
"publicidad exterior visual;2014;1;davivienda;presencial;3276454;8;2014/1"
"publicidad exterior visual;2014;1;occidente;presencial;12068091;17;2014/1"
"recursos fonset;2014;1;no definido;presencial;6908161356;17;2014/1"
"recursos fonset;2014;1;bogota;presencial;151459382;8;2014/1"
"recursos fonset;2014;1;davivienda;presencial;152077546;1;2014/1"
"rentas contractuales;2014;1;no definido;presencial;2950470075;307;2014/1"
"rentas contractuales;2014;1;av villas;presencial;736501;3;2014/1"
"rentas contractuales;2014;1;bancolombia;presencial;1171781;6;2014/1"
"rentas contractuales;2014;1;bbva;presencial;21590128;1;2014/1"
"rentas contractuales;2014;1;bogota;presencial;39389573;10;2014/1"
"rentas contractuales;2014;1;caja social;presencial;7040348;50;2014/1"
"rentas contractuales;2014;1;colpatria;presencial;5528046;2;2014/1"
"rentas contractuales;2014;1;davivienda;presencial;5017079;11;2014/1"
"rentas contractuales;2014;1;occidente;presencial;4808458;11;2014/1"
"rentas contractuales;2014;1;popular;presencial;1520665;7;2014/1"
"rentas contractuales;2014;1;sudameris;presencial;1353612;2;2014/1"
"retencion ica;2014;1;no definido;presencial;1190574521;230;2014/1"
"retencion ica;2014;1;agrario;presencial;66000;1;2014/1"
"retencion ica;2014;1;bancolombia;presencial;378000;3;2014/1"
"retencion ica;2014;1;bbva;presencial;41637000;6;2014/1"
"retencion ica;2014;1;bogota;presencial;1206795074;358;2014/1"
"retencion ica;2014;1;caja social;presencial;256000;3;2014/1"
"retencion ica;2014;1;davivienda;presencial;46117000;3;2014/1"
"retencion ica;2014;1;itau;presencial;567000;1;2014/1"
"retencion ica;2014;1;occidente;presencial;577574000;49;2014/1"
"retencion ica;2014;1;popular;presencial;33272000;2;2014/1"
"retencion ica;2014;1;sudameris;presencial;543000;1;2014/1"
"servicios;2014;1;no definido;presencial;171962241;7855;2014/1"
"servicios;2014;1;av villas;presencial;195000;65;2014/1"
"servicios;2014;1;bancolombia;presencial;2910998;162;2014/1"
"servicios;2014;1;bbva;presencial;143738;1;2014/1"
"servicios;2014;1;bogota;presencial;1005756;11;2014/1"
"servicios;2014;1;caja social;presencial;2500;1;2014/1"
"servicios;2014;1;davivienda;presencial;3393746;35;2014/1"
"servicios;2014;1;occidente;presencial;37017878;2436;2014/1"
"servicios;2014;1;popular;presencial;951352305;34963;2014/1"
"servicios;2014;1;sudameris;presencial;246408;1;2014/1"
"sistema de ventas por club;2014;1;no definido;presencial;18019816;23;2014/1"
"sobretasa a la gasolina;2014;1;no definido;presencial;8279523000;10;2014/1"
"transferencias;2014;1;no definido;presencial;9907303624;14;2014/1"
"transferencias;2014;1;bogota;presencial;264657168;16;2014/1"
"transferencias;2014;1;davivienda;presencial;1394900957;2;2014/1"
"transferencias;2014;1;occidente;presencial;4542145;2;2014/1"
"transferencias;2014;1;popular;presencial;10036364;1;2014/1"
"alumbrado publico;2014;2;no definido;presencial;3512474371;634;2014/2"
"alumbrado publico;2014;2;agrario;presencial;3996;1;2014/2"
"alumbrado publico;2014;2;av villas;presencial;69941;11;2014/2"
"alumbrado publico;2014;2;bancolombia;presencial;1443133;135;2014/2"
"alumbrado publico;2014;2;bbva;presencial;687000;1;2014/2"
"alumbrado publico;2014;2;bogota;presencial;10436265;15;2014/2"
"alumbrado publico;2014;2;caja social;presencial;102759;12;2014/2"
"alumbrado publico;2014;2;colpatria;presencial;2726159;4;2014/2"
"alumbrado publico;2014;2;davivienda;presencial;4483436;20;2014/2"
"alumbrado publico;2014;2;itau;presencial;2828328;6;2014/2"
"alumbrado publico;2014;2;occidente;presencial;48567416;32;2014/2"
"alumbrado publico;2014;2;popular;presencial;164615;8;2014/2"
"alumbrado publico;2014;2;sudameris;presencial;697016;70;2014/2"
"circulacion y transito;2014;2;no definido;presencial;1137078290;329;2014/2"
"circulacion y transito;2014;2;bbva;presencial;1121044263;16;2014/2"
"circulacion y transito;2014;2;occidente;presencial;402500;23;2014/2"
"circulacion y transito;2014;2;popular;presencial;11966479;3000;2014/2"
"constructores;2014;2;no definido;presencial;149152752;7;2014/2"
"constructores;2014;2;occidente;presencial;43564938;1;2014/2"
"cuotas partes jubilatorias;2014;2;no definido;presencial;236618746;4;2014/2"
"deguello de ganado;2014;2;no definido;presencial;128337935;2;2014/2"
"delineacion urbana;2014;2;no definido;presencial;568834705;267;2014/2"
"delineacion urbana;2014;2;av villas;presencial;820779;7;2014/2"
"delineacion urbana;2014;2;bbva;presencial;597526;4;2014/2"
"delineacion urbana;2014;2;bogota;presencial;89861535;10;2014/2"
"delineacion urbana;2014;2;caja social;presencial;3019156;7;2014/2"
"delineacion urbana;2014;2;colpatria;presencial;104965;1;2014/2"
"delineacion urbana;2014;2;davivienda;presencial;3490617;12;2014/2"
"delineacion urbana;2014;2;itau;presencial;7527810;1;2014/2"
"delineacion urbana;2014;2;occidente;presencial;19479864;16;2014/2"
"espectaculos publicos;2014;2;bancolombia;presencial;101578448;1;2014/2"
"espectaculos publicos;2014;2;bogota;presencial;573483832;11;2014/2"
"espectaculos publicos;2014;2;itau;presencial;2265767;4;2014/2"
"espectaculos publicos;2014;2;occidente;presencial;222826;1;2014/2"
"espectaculos publicos;2014;2;popular;presencial;280395;1;2014/2"
"estampilla procultura;2014;2;bogota;presencial;12610014;1;2014/2"
"estampilla procultura;2014;2;occidente;presencial;716000;1;2014/2"
"impuesto predial;2014;2;no definido;presencial;62433313166;134164;2014/2"
"impuesto predial;2014;2;agrario;presencial;112062926;342;2014/2"
"impuesto predial;2014;2;av villas;presencial;659821219;3308;2014/2"
"impuesto predial;2014;2;bancolombia;presencial;10972611726;19324;2014/2"
"impuesto predial;2014;2;bbva;presencial;2331188325;3971;2014/2"
"impuesto predial;2014;2;bogota;presencial;8709195770;15339;2014/2"
"impuesto predial;2014;2;caja social;presencial;997761712;5853;2014/2"
"impuesto predial;2014;2;colpatria;presencial;715013717;2019;2014/2"
"impuesto predial;2014;2;davivienda;presencial;5614252301;13206;2014/2"
"impuesto predial;2014;2;itau;presencial;915283214;1202;2014/2"
"impuesto predial;2014;2;occidente;presencial;14867204834;34504;2014/2"
"impuesto predial;2014;2;popular;presencial;952840364;3611;2014/2"
"impuesto predial;2014;2;sudameris;presencial;331014913;3061;2014/2"
"impuesto telefonico;2014;2;no definido;presencial;97465830;1;2014/2"
"impuesto telefonico;2014;2;bogota;presencial;2281390291;1;2014/2"
"industria y comercio;2014;2;no definido;presencial;16021352511;23627;2014/2"
"industria y comercio;2014;2;agrario;presencial;20780523;47;2014/2"
"industria y comercio;2014;2;av villas;presencial;120460184;414;2014/2"
"industria y comercio;2014;2;bancolombia;presencial;5861812859;3405;2014/2"
"industria y comercio;2014;2;bbva;presencial;1345633084;317;2014/2"
"industria y comercio;2014;2;bogota;presencial;5868291598;4453;2014/2"
"industria y comercio;2014;2;caja social;presencial;95824987;743;2014/2"
"industria y comercio;2014;2;colpatria;presencial;126472596;362;2014/2"
"industria y comercio;2014;2;cruce cuentas;presencial;120;1;2014/2"
"industria y comercio;2014;2;davivienda;presencial;995816903;2205;2014/2"
"industria y comercio;2014;2;itau;presencial;230152076;211;2014/2"
"industria y comercio;2014;2;occidente;presencial;3433135727;2566;2014/2"
"industria y comercio;2014;2;popular;presencial;176553922;406;2014/2"
"industria y comercio;2014;2;sudameris;presencial;109345055;340;2014/2"
"ingresos no tributarios;2014;2;no definido;presencial;6265466802;24770;2014/2"
"ingresos no tributarios;2014;2;av villas;presencial;2489059;28;2014/2"
"ingresos no tributarios;2014;2;bancolombia;presencial;62851693;394;2014/2"
"ingresos no tributarios;2014;2;bbva;presencial;11559548;26;2014/2"
"ingresos no tributarios;2014;2;bogota;presencial;30324214;74;2014/2"
"ingresos no tributarios;2014;2;caja social;presencial;10940956;229;2014/2"
"ingresos no tributarios;2014;2;colpatria;presencial;46619478;10;2014/2"
"ingresos no tributarios;2014;2;davivienda;presencial;398943199;252;2014/2"
"ingresos no tributarios;2014;2;itau;presencial;1256569;4;2014/2"
"ingresos no tributarios;2014;2;occidente;presencial;705965860;4229;2014/2"
"ingresos no tributarios;2014;2;popular;presencial;3597313792;39180;2014/2"
"ingresos no tributarios;2014;2;sudameris;presencial;51479;1;2014/2"
"otros ingresos;2014;2;no definido;presencial;54208283530;615;2014/2"
"otros ingresos;2014;2;av villas;presencial;72433;1;2014/2"
"otros ingresos;2014;2;bancolombia;presencial;143040986;15;2014/2"
"otros ingresos;2014;2;bbva;presencial;60285509456;20;2014/2"
"otros ingresos;2014;2;bogota;presencial;785988018;54;2014/2"
"otros ingresos;2014;2;caja social;presencial;10861;3;2014/2"
"otros ingresos;2014;2;colpatria;presencial;1949537;3;2014/2"
"otros ingresos;2014;2;davivienda;presencial;368169;3;2014/2"
"otros ingresos;2014;2;occidente;presencial;125765197;35;2014/2"
"otros ingresos;2014;2;popular;presencial;97626747451;35;2014/2"
"otros ingresos;2014;2;sudameris;presencial;135469;4;2014/2"
"otros ingresos tributarios;2014;2;no definido;presencial;2907012;1;2014/2"
"publicidad exterior visual;2014;2;no definido;presencial;228627029;473;2014/2"
"publicidad exterior visual;2014;2;av villas;presencial;196000;1;2014/2"
"publicidad exterior visual;2014;2;bbva;presencial;588000;3;2014/2"
"publicidad exterior visual;2014;2;bogota;presencial;14226000;77;2014/2"
"publicidad exterior visual;2014;2;colpatria;presencial;294000;2;2014/2"
"publicidad exterior visual;2014;2;davivienda;presencial;3243815;17;2014/2"
"publicidad exterior visual;2014;2;occidente;presencial;13098082;36;2014/2"
"recursos fonset;2014;2;no definido;presencial;1894781077;6;2014/2"
"recursos fonset;2014;2;bbva;presencial;39915;1;2014/2"
"recursos fonset;2014;2;bogota;presencial;404381049;4;2014/2"
"recursos fonset;2014;2;occidente;presencial;98325420;2;2014/2"
"rentas contractuales;2014;2;no definido;presencial;2920337519;219;2014/2"
"rentas contractuales;2014;2;av villas;presencial;1424121;9;2014/2"
"rentas contractuales;2014;2;bancolombia;presencial;2292315;8;2014/2"
"rentas contractuales;2014;2;bbva;presencial;21590128;1;2014/2"
"rentas contractuales;2014;2;bogota;presencial;75151495;21;2014/2"
"rentas contractuales;2014;2;caja social;presencial;1703023;21;2014/2"
"rentas contractuales;2014;2;colpatria;presencial;22025861;2;2014/2"
"rentas contractuales;2014;2;davivienda;presencial;15221507;12;2014/2"
"rentas contractuales;2014;2;occidente;presencial;4132256;17;2014/2"
"rentas contractuales;2014;2;popular;presencial;627071;3;2014/2"
"rentas contractuales;2014;2;sudameris;presencial;1353612;2;2014/2"
"retencion ica;2014;2;no definido;presencial;33041000;14;2014/2"
"retencion ica;2014;2;bogota;presencial;7692000;6;2014/2"
"retencion ica;2014;2;occidente;presencial;47639000;4;2014/2"
"servicios;2014;2;no definido;presencial;107482799;6492;2014/2"
"servicios;2014;2;av villas;presencial;536636;88;2014/2"
"servicios;2014;2;bancolombia;presencial;12194901;603;2014/2"
"servicios;2014;2;bbva;presencial;234670;7;2014/2"
"servicios;2014;2;bogota;presencial;2542506;30;2014/2"
"servicios;2014;2;caja social;presencial;308010;2;2014/2"
"servicios;2014;2;colpatria;presencial;225874;2;2014/2"
"servicios;2014;2;davivienda;presencial;2521310;51;2014/2"
"servicios;2014;2;occidente;presencial;56360969;3616;2014/2"
"servicios;2014;2;popular;presencial;1102737559;39560;2014/2"
"sistema de ventas por club;2014;2;no definido;presencial;3792876;13;2014/2"
"sistema de ventas por club;2014;2;bogota;presencial;6414240;13;2014/2"
"sobretasa a la gasolina;2014;2;no definido;presencial;7150533000;9;2014/2"
"transferencias;2014;2;no definido;presencial;3829447473;11;2014/2"
"transferencias;2014;2;bancolombia;presencial;4780027;1;2014/2"
"transferencias;2014;2;bbva;presencial;1294366;1;2014/2"
"transferencias;2014;2;bogota;presencial;1194346482;20;2014/2"
"transferencias;2014;2;davivienda;presencial;106957510;2;2014/2"
"transferencias;2014;2;occidente;presencial;5648555;2;2014/2"
"alumbrado publico;2014;3;no definido;presencial;3434638854;108;2014/3"
"alumbrado publico;2014;3;av villas;presencial;11992;1;2014/3"
"alumbrado publico;2014;3;bogota;presencial;77752353;6;2014/3"
"alumbrado publico;2014;3;colpatria;presencial;4140000;2;2014/3"
"alumbrado publico;2014;3;davivienda;presencial;5514000;4;2014/3"
"alumbrado publico;2014;3;itau;presencial;2823000;5;2014/3"
"alumbrado publico;2014;3;occidente;presencial;2171961;8;2014/3"
"alumbrado publico;2014;3;popular;presencial;120550;2;2014/3"
"circulacion y transito;2014;3;no definido;presencial;4640533397;550;2014/3"
"circulacion y transito;2014;3;bbva;presencial;1356129896;31;2014/3"
"circulacion y transito;2014;3;davivienda;presencial;51356;2;2014/3"
"circulacion y transito;2014;3;occidente;presencial;456080;47;2014/3"
"circulacion y transito;2014;3;popular;presencial;14035488;3469;2014/3"
"constructores;2014;3;no definido;presencial;76136032;4;2014/3"
"constructores;2014;3;bogota;presencial;13507838;1;2014/3"
"constructores;2014;3;occidente;presencial;71815507;4;2014/3"
"cuotas partes jubilatorias;2014;3;no definido;presencial;1110232;2;2014/3"
"cuotas partes jubilatorias;2014;3;davivienda;presencial;4961573;1;2014/3"
"deguello de ganado;2014;3;no definido;presencial;64109130;1;2014/3"
"deguello de ganado;2014;3;bancolombia;presencial;8682062;1;2014/3"
"deguello de ganado;2014;3;colpatria;presencial;47931000;1;2014/3"
"delineacion urbana;2014;3;no definido;presencial;356477822;280;2014/3"
"delineacion urbana;2014;3;av villas;presencial;2324333;6;2014/3"
"delineacion urbana;2014;3;bbva;presencial;123801;1;2014/3"
"delineacion urbana;2014;3;bogota;presencial;99749166;14;2014/3"
"delineacion urbana;2014;3;caja social;presencial;8268197;5;2014/3"
"delineacion urbana;2014;3;colpatria;presencial;7384107;5;2014/3"
"delineacion urbana;2014;3;davivienda;presencial;4990240;15;2014/3"
"delineacion urbana;2014;3;occidente;presencial;229680810;18;2014/3"
"delineacion urbana;2014;3;popular;presencial;607924;4;2014/3"
"espectaculos publicos;2014;3;no definido;presencial;24124256;2;2014/3"
"espectaculos publicos;2014;3;bogota;presencial;183026517;3;2014/3"
"espectaculos publicos;2014;3;itau;presencial;3121715;5;2014/3"
"espectaculos publicos;2014;3;occidente;presencial;102982;1;2014/3"
"espectaculos publicos;2014;3;popular;presencial;258128;1;2014/3"
"estampilla procultura;2014;3;no definido;presencial;1834690;1;2014/3"
"estampilla procultura;2014;3;bogota;presencial;11511495;1;2014/3"
"estampilla procultura;2014;3;occidente;presencial;2155000;1;2014/3"
"estampilla procultura;2014;3;popular;presencial;41705;1;2014/3"
"impuesto predial;2014;3;no definido;presencial;25049966646;80978;2014/3"
"impuesto predial;2014;3;agrario;presencial;47405573;259;2014/3"
"impuesto predial;2014;3;av villas;presencial;318364204;1730;2014/3"
"impuesto predial;2014;3;bancolombia;presencial;2038527000;9376;2014/3"
"impuesto predial;2014;3;bbva;presencial;650749155;1222;2014/3"
"impuesto predial;2014;3;bogota;presencial;2802652179;7949;2014/3"
"impuesto predial;2014;3;caja social;presencial;527110765;3276;2014/3"
"impuesto predial;2014;3;colpatria;presencial;500959167;1499;2014/3"
"impuesto predial;2014;3;davivienda;presencial;2540734690;6592;2014/3"
"impuesto predial;2014;3;itau;presencial;296164188;613;2014/3"
"impuesto predial;2014;3;occidente;presencial;5633220143;18121;2014/3"
"impuesto predial;2014;3;popular;presencial;461380924;2061;2014/3"
"impuesto predial;2014;3;sudameris;presencial;211663304;1612;2014/3"
"impuesto telefonico;2014;3;occidente;presencial;2141748138;1;2014/3"
"industria y comercio;2014;3;no definido;presencial;16282105706;24241;2014/3"
"industria y comercio;2014;3;agrario;presencial;9996960;46;2014/3"
"industria y comercio;2014;3;av villas;presencial;146549634;408;2014/3"
"industria y comercio;2014;3;bancolombia;presencial;5527246676;3351;2014/3"
"industria y comercio;2014;3;bbva;presencial;987388656;342;2014/3"
"industria y comercio;2014;3;bogota;presencial;4708996492;4434;2014/3"
"industria y comercio;2014;3;caja social;presencial;110800639;757;2014/3"
"industria y comercio;2014;3;colpatria;presencial;268080458;392;2014/3"
"industria y comercio;2014;3;davivienda;presencial;1065061145;2260;2014/3"
"industria y comercio;2014;3;itau;presencial;255645430;270;2014/3"
"industria y comercio;2014;3;occidente;presencial;3600512821;2638;2014/3"
"industria y comercio;2014;3;popular;presencial;211156968;431;2014/3"
"industria y comercio;2014;3;sudameris;presencial;105069048;334;2014/3"
"ingresos no tributarios;2014;3;no definido;presencial;5948499013;26182;2014/3"
"ingresos no tributarios;2014;3;av villas;presencial;3991632;23;2014/3"
"ingresos no tributarios;2014;3;bancolombia;presencial;337413492;382;2014/3"
"ingresos no tributarios;2014;3;bbva;presencial;3315212;20;2014/3"
"ingresos no tributarios;2014;3;bogota;presencial;64819642;78;2014/3"
"ingresos no tributarios;2014;3;caja social;presencial;9229136;74;2014/3"
"ingresos no tributarios;2014;3;colpatria;presencial;12137817;11;2014/3"
"ingresos no tributarios;2014;3;davivienda;presencial;474279147;266;2014/3"
"ingresos no tributarios;2014;3;occidente;presencial;2039889343;3865;2014/3"
"ingresos no tributarios;2014;3;popular;presencial;3436407249;41476;2014/3"
"ingresos no tributarios;2014;3;sudameris;presencial;51479;1;2014/3"
"otros ingresos;2014;3;no definido;presencial;4192749897;394;2014/3"
"otros ingresos;2014;3;bancolombia;presencial;68381579;14;2014/3"
"otros ingresos;2014;3;bbva;presencial;66798444;27;2014/3"
"otros ingresos;2014;3;bogota;presencial;975949843;44;2014/3"
"otros ingresos;2014;3;caja social;presencial;168815;2;2014/3"
"otros ingresos;2014;3;davivienda;presencial;10511690529;18;2014/3"
"otros ingresos;2014;3;occidente;presencial;1688694618;39;2014/3"
"otros ingresos;2014;3;popular;presencial;101706936623;67;2014/3"
"otros ingresos;2014;3;sudameris;presencial;97216;1;2014/3"
"otros ingresos tributarios;2014;3;bogota;presencial;504711;1;2014/3"
"publicidad exterior visual;2014;3;no definido;presencial;107126391;426;2014/3"
"publicidad exterior visual;2014;3;av villas;presencial;196000;1;2014/3"
"publicidad exterior visual;2014;3;bbva;presencial;19000;1;2014/3"
"publicidad exterior visual;2014;3;bogota;presencial;25688610;119;2014/3"
"publicidad exterior visual;2014;3;caja social;presencial;196000;1;2014/3"
"publicidad exterior visual;2014;3;colpatria;presencial;294000;2;2014/3"
"publicidad exterior visual;2014;3;davivienda;presencial;882000;7;2014/3"
"publicidad exterior visual;2014;3;itau;presencial;588000;4;2014/3"
"publicidad exterior visual;2014;3;occidente;presencial;5480126;25;2014/3"
"recursos fonset;2014;3;no definido;presencial;2967239021;11;2014/3"
"recursos fonset;2014;3;bbva;presencial;9457600;1;2014/3"
"recursos fonset;2014;3;bogota;presencial;388885389;7;2014/3"
"rentas contractuales;2014;3;no definido;presencial;2934278199;238;2014/3"
"rentas contractuales;2014;3;av villas;presencial;295831;4;2014/3"
"rentas contractuales;2014;3;bancolombia;presencial;1377796;5;2014/3"
"rentas contractuales;2014;3;bbva;presencial;21590128;1;2014/3"
"rentas contractuales;2014;3;bogota;presencial;53628431;12;2014/3"
"rentas contractuales;2014;3;caja social;presencial;15155953;26;2014/3"
"rentas contractuales;2014;3;colpatria;presencial;18444426;2;2014/3"
"rentas contractuales;2014;3;davivienda;presencial;10095664;9;2014/3"
"rentas contractuales;2014;3;occidente;presencial;35316533;22;2014/3"
"rentas contractuales;2014;3;popular;presencial;668797;3;2014/3"
"rentas contractuales;2014;3;sudameris;presencial;1353612;2;2014/3"
"retencion ica;2014;3;no definido;presencial;1172913604;410;2014/3"
"retencion ica;2014;3;av villas;presencial;3838000;1;2014/3"
"retencion ica;2014;3;bancolombia;presencial;255500;2;2014/3"
"retencion ica;2014;3;bbva;presencial;7444000;4;2014/3"
"retencion ica;2014;3;bogota;presencial;148982154;56;2014/3"
"retencion ica;2014;3;caja social;presencial;53000;1;2014/3"
"retencion ica;2014;3;colpatria;presencial;27000;1;2014/3"
"retencion ica;2014;3;davivienda;presencial;12822800;11;2014/3"
"retencion ica;2014;3;occidente;presencial;307534266;106;2014/3"
"retencion ica;2014;3;popular;presencial;44336822;13;2014/3"
"servicios;2014;3;no definido;presencial;131018334;7384;2014/3"
"servicios;2014;3;av villas;presencial;428738;96;2014/3"
"servicios;2014;3;bancolombia;presencial;26634960;1261;2014/3"
"servicios;2014;3;bbva;presencial;117670;6;2014/3"
"servicios;2014;3;bogota;presencial;1644031;26;2014/3"
"servicios;2014;3;caja social;presencial;102670;1;2014/3"
"servicios;2014;3;davivienda;presencial;1832299;23;2014/3"
"servicios;2014;3;occidente;presencial;69619659;4097;2014/3"
"servicios;2014;3;popular;presencial;1167175358;43258;2014/3"
"sistema de ventas por club;2014;3;no definido;presencial;4620950;13;2014/3"
"sistema de ventas por club;2014;3;bogota;presencial;5624080;12;2014/3"
"sobretasa a la gasolina;2014;3;no definido;presencial;7107912000;8;2014/3"
"transferencias;2014;3;no definido;presencial;1043035893;6;2014/3"
"transferencias;2014;3;bancolombia;presencial;4780027;1;2014/3"
"transferencias;2014;3;bbva;presencial;1294366;1;2014/3"
"transferencias;2014;3;bogota;presencial;859367494;22;2014/3"
"transferencias;2014;3;occidente;presencial;5648555;2;2014/3"
"transferencias;2014;3;popular;presencial;1304566188;3;2014/3"
"alumbrado publico;2014;4;no definido;presencial;3624870786;332;2014/4"
"alumbrado publico;2014;4;agrario;presencial;35928;4;2014/4"
"alumbrado publico;2014;4;av villas;presencial;20958;3;2014/4"
"alumbrado publico;2014;4;bancolombia;presencial;756024;62;2014/4"
"alumbrado publico;2014;4;bbva;presencial;3618000;12;2014/4"
