"contrato;periodo;mes;nombre_banco;tipo_archivo_recaudo;total_recaudo;total_transacciones;periodo_mes"
"constructores;2014;11;no definido;presencial;167041136;5;2014/11"
"constructores;2014;11;occidente;presencial;30781250;1;2014/11"
"cuotas partes jubilatorias;2014;11;no definido;presencial;4119732;3;2014/11"
"cuotas partes jubilatorias;2014;11;popular;presencial;1200024;1;2014/11"
"deguello de ganado;2014;11;no definido;presencial;164458595;2;2014/11"
"delineacion urbana;2014;11;no definido;presencial;803736324;116;2014/11"
"delineacion urbana;2014;11;av villas;presencial;32966;1;2014/11"
"delineacion urbana;2014;11;bbva;presencial;234324;2;2014/11"
"delineacion urbana;2014;11;bogota;presencial;153070318;9;2014/11"
"delineacion urbana;2014;11;colpatria;presencial;194405;1;2014/11"
"delineacion urbana;2014;11;davivienda;presencial;11850741;9;2014/11"
"delineacion urbana;2014;11;itau;presencial;24735;1;2014/11"
"delineacion urbana;2014;11;occidente;presencial;3995884;8;2014/11"
"delineacion urbana;2014;11;popular;presencial;874721;2;2014/11"
"espectaculos publicos;2014;11;bogota;presencial;528465339;5;2014/11"
"espectaculos publicos;2014;11;itau;presencial;3355489;4;2014/11"
"espectaculos publicos;2014;11;popular;presencial;994580;1;2014/11"
"estampilla procultura;2014;11;no definido;presencial;14550325;2;2014/11"
"estampilla procultura;2014;11;bbva;presencial;5407383;1;2014/11"
"estampilla procultura;2014;11;bogota;presencial;72033978;4;2014/11"
"estampilla procultura;2014;11;occidente;presencial;2189000;1;2014/11"
"impuesto predial;2014;11;no definido;presencial;16122192729;68213;2014/11"
"impuesto predial;2014;11;agrario;presencial;39901786;336;2014/11"
"impuesto predial;2014;11;av villas;presencial;313903038;1858;2014/11"
"impuesto predial;2014;11;bancolombia;presencial;2318816301;9612;2014/11"
"impuesto predial;2014;11;bbva;presencial;670712656;1784;2014/11"
"impuesto predial;2014;11;bogota;presencial;2742168955;8372;2014/11"
"impuesto predial;2014;11;caja social;presencial;408151093;3126;2014/11"
"impuesto predial;2014;11;colpatria;presencial;218285506;914;2014/11"
"impuesto predial;2014;11;davivienda;presencial;1260264865;6159;2014/11"
"impuesto predial;2014;11;itau;presencial;224265653;430;2014/11"
"impuesto predial;2014;11;occidente;presencial;3392285463;15491;2014/11"
"impuesto predial;2014;11;popular;presencial;288148844;1751;2014/11"
"impuesto predial;2014;11;sudameris;presencial;159567914;1852;2014/11"
"impuesto telefonico;2014;11;no definido;presencial;2173416984;1;2014/11"
"industria y comercio;2014;11;no definido;presencial;13658207140;21906;2014/11"
"industria y comercio;2014;11;agrario;presencial;16846071;52;2014/11"
"industria y comercio;2014;11;av villas;presencial;165658493;402;2014/11"
"industria y comercio;2014;11;bancolombia;presencial;5746381337;3249;2014/11"
"industria y comercio;2014;11;bbva;presencial;1421203492;389;2014/11"
"industria y comercio;2014;11;bogota;presencial;6567424710;4933;2014/11"
"industria y comercio;2014;11;caja social;presencial;118728627;710;2014/11"
"industria y comercio;2014;11;colpatria;presencial;187941589;278;2014/11"
"industria y comercio;2014;11;davivienda;presencial;910245975;2171;2014/11"
"industria y comercio;2014;11;itau;presencial;350611507;213;2014/11"
"industria y comercio;2014;11;occidente;presencial;3758706963;2201;2014/11"
"industria y comercio;2014;11;popular;presencial;184500152;393;2014/11"
"industria y comercio;2014;11;sudameris;presencial;248772479;333;2014/11"
"ingresos no tributarios;2014;11;no definido;presencial;4260224014;24032;2014/11"
"ingresos no tributarios;2014;11;av villas;presencial;1661502;13;2014/11"
"ingresos no tributarios;2014;11;bancolombia;presencial;74989815;435;2014/11"
"ingresos no tributarios;2014;11;bbva;presencial;11045823;81;2014/11"
"ingresos no tributarios;2014;11;bogota;presencial;59044857;56;2014/11"
"ingresos no tributarios;2014;11;caja social;presencial;6061392;55;2014/11"
"ingresos no tributarios;2014;11;colpatria;presencial;1779232;5;2014/11"
"ingresos no tributarios;2014;11;davivienda;presencial;398942153;222;2014/11"
"ingresos no tributarios;2014;11;occidente;presencial;922316257;4935;2014/11"
"ingresos no tributarios;2014;11;popular;presencial;3568115469;38906;2014/11"
"otros ingresos;2014;11;no definido;presencial;211543534873;393;2014/11"
"otros ingresos;2014;11;av villas;presencial;78029;1;2014/11"
"otros ingresos;2014;11;bancolombia;presencial;320798773;30;2014/11"
"otros ingresos;2014;11;bbva;presencial;27992744;40;2014/11"
"otros ingresos;2014;11;bogota;presencial;655870615;43;2014/11"
"otros ingresos;2014;11;caja social;presencial;18043788;9;2014/11"
"otros ingresos;2014;11;colpatria;presencial;11625298;1;2014/11"
"otros ingresos;2014;11;davivienda;presencial;6868342;4;2014/11"
"otros ingresos;2014;11;itau;presencial;184178;1;2014/11"
"otros ingresos;2014;11;occidente;presencial;9461008;7;2014/11"
"otros ingresos;2014;11;popular;presencial;353268323;56;2014/11"
"otros ingresos;2014;11;sudameris;presencial;73184667;4;2014/11"
"otros ingresos tributarios;2014;11;no definido;presencial;54222734;17;2014/11"
"otros ingresos tributarios;2014;11;bbva;presencial;1116000;1;2014/11"
"otros ingresos tributarios;2014;11;bogota;presencial;3471688;1;2014/11"
"otros ingresos tributarios;2014;11;occidente;presencial;1053162;3;2014/11"
"publicidad exterior visual;2014;11;no definido;presencial;125661310;524;2014/11"
"publicidad exterior visual;2014;11;bbva;presencial;196000;1;2014/11"
"publicidad exterior visual;2014;11;bogota;presencial;25195225;121;2014/11"
"publicidad exterior visual;2014;11;davivienda;presencial;6748216;12;2014/11"
"publicidad exterior visual;2014;11;itau;presencial;599934;1;2014/11"
"publicidad exterior visual;2014;11;occidente;presencial;3141601;18;2014/11"
"publicidad exterior visual;2014;11;sudameris;presencial;2058000;18;2014/11"
"recursos fonset;2014;11;no definido;presencial;4197622018;11;2014/11"
"recursos fonset;2014;11;bbva;presencial;59391702;1;2014/11"
"recursos fonset;2014;11;bogota;presencial;795670925;13;2014/11"
"recursos fonset;2014;11;occidente;presencial;4884000;1;2014/11"
"rentas contractuales;2014;11;no definido;presencial;321304231;316;2014/11"
"rentas contractuales;2014;11;av villas;presencial;16944822;3;2014/11"
"rentas contractuales;2014;11;bancolombia;presencial;6261729;12;2014/11"
"rentas contractuales;2014;11;bbva;presencial;24895481;5;2014/11"
"rentas contractuales;2014;11;bogota;presencial;183198724;55;2014/11"
"rentas contractuales;2014;11;caja social;presencial;7878114;32;2014/11"
"rentas contractuales;2014;11;colpatria;presencial;5478808;1;2014/11"
"rentas contractuales;2014;11;davivienda;presencial;2757056577;62;2014/11"
"rentas contractuales;2014;11;itau;presencial;1981251;3;2014/11"
"rentas contractuales;2014;11;occidente;presencial;2758333;9;2014/11"
"rentas contractuales;2014;11;popular;presencial;4778411;5;2014/11"
"rentas contractuales;2014;11;sudameris;presencial;1353612;2;2014/11"
"retencion ica;2014;11;no definido;presencial;1073460321;189;2014/11"
"retencion ica;2014;11;av villas;presencial;1685000;1;2014/11"
"retencion ica;2014;11;bancolombia;presencial;749849;2;2014/11"
"retencion ica;2014;11;bbva;presencial;26278000;7;2014/11"
"retencion ica;2014;11;bogota;presencial;1183164857;364;2014/11"
"retencion ica;2014;11;caja social;presencial;384000;1;2014/11"
"retencion ica;2014;11;davivienda;presencial;55314000;2;2014/11"
"retencion ica;2014;11;itau;presencial;4196000;1;2014/11"
"retencion ica;2014;11;occidente;presencial;227533000;32;2014/11"
"retencion ica;2014;11;popular;presencial;87126000;3;2014/11"
"retencion ica;2014;11;sudameris;presencial;2358000;2;2014/11"
"servicios;2014;11;no definido;presencial;79947787;3586;2014/11"
"servicios;2014;11;agrario;presencial;123204;1;2014/11"
"servicios;2014;11;av villas;presencial;377004;4;2014/11"
"servicios;2014;11;bancolombia;presencial;983363;42;2014/11"
"servicios;2014;11;bbva;presencial;566738;4;2014/11"
"servicios;2014;11;bogota;presencial;3067539;44;2014/11"
"servicios;2014;11;caja social;presencial;102670;1;2014/11"
"servicios;2014;11;colpatria;presencial;497744;5;2014/11"
"servicios;2014;11;davivienda;presencial;7827670;73;2014/11"
"servicios;2014;11;itau;presencial;164272;1;2014/11"
"servicios;2014;11;occidente;presencial;22271997;1275;2014/11"
"servicios;2014;11;popular;presencial;990592527;29552;2014/11"
"sistema de ventas por club;2014;11;no definido;presencial;3364700;8;2014/11"
"sistema de ventas por club;2014;11;bogota;presencial;3032820;12;2014/11"
"sobretasa a la gasolina;2014;11;no definido;presencial;7979667000;8;2014/11"
"transferencias;2014;11;no definido;presencial;5228714440;8;2014/11"
"transferencias;2014;11;bbva;presencial;2339509;1;2014/11"
"transferencias;2014;11;bogota;presencial;1062136845;19;2014/11"
"transferencias;2014;11;davivienda;presencial;1233997313;1;2014/11"
"transferencias;2014;11;occidente;presencial;46895343;3;2014/11"
"transferencias;2014;11;popular;presencial;22758403;2;2014/11"
"alumbrado publico;2014;12;no definido;presencial;3538290785;1239;2014/12"
"alumbrado publico;2014;12;agrario;presencial;253648;17;2014/12"
"alumbrado publico;2014;12;av villas;presencial;279224;12;2014/12"
"alumbrado publico;2014;12;bancolombia;presencial;4869240;208;2014/12"
"alumbrado publico;2014;12;bbva;presencial;4631374;33;2014/12"
"alumbrado publico;2014;12;bogota;presencial;158080602;82;2014/12"
"alumbrado publico;2014;12;caja social;presencial;660066;21;2014/12"
"alumbrado publico;2014;12;colpatria;presencial;62802;5;2014/12"
"alumbrado publico;2014;12;davivienda;presencial;52326630;46;2014/12"
"alumbrado publico;2014;12;itau;presencial;2894055;9;2014/12"
"alumbrado publico;2014;12;occidente;presencial;4527523;55;2014/12"
"alumbrado publico;2014;12;popular;presencial;556921;27;2014/12"
"alumbrado publico;2014;12;sudameris;presencial;3526195;155;2014/12"
"circulacion y transito;2014;12;no definido;presencial;920504618;65;2014/12"
"circulacion y transito;2014;12;bancolombia;presencial;9424;3;2014/12"
"circulacion y transito;2014;12;bbva;presencial;14450720;7;2014/12"
"circulacion y transito;2014;12;bogota;presencial;4200;1;2014/12"
"circulacion y transito;2014;12;occidente;presencial;68243;18;2014/12"
"circulacion y transito;2014;12;popular;presencial;4186636;998;2014/12"
"constructores;2014;12;no definido;presencial;128767592;10;2014/12"
"constructores;2014;12;occidente;presencial;15840000;1;2014/12"
"cuotas partes jubilatorias;2014;12;no definido;presencial;88724844;9;2014/12"
"cuotas partes jubilatorias;2014;12;bancolombia;presencial;416404298;1;2014/12"
"cuotas partes jubilatorias;2014;12;bogota;presencial;43782891;1;2014/12"
"cuotas partes jubilatorias;2014;12;popular;presencial;1570632;1;2014/12"
"deguello de ganado;2014;12;no definido;presencial;154019610;2;2014/12"
"delineacion urbana;2014;12;no definido;presencial;1076798445;132;2014/12"
"delineacion urbana;2014;12;av villas;presencial;621191;1;2014/12"
"delineacion urbana;2014;12;bancolombia;presencial;300137828;2;2014/12"
"delineacion urbana;2014;12;bbva;presencial;1778803;3;2014/12"
"delineacion urbana;2014;12;bogota;presencial;129414078;12;2014/12"
"delineacion urbana;2014;12;davivienda;presencial;3459823;6;2014/12"
"delineacion urbana;2014;12;occidente;presencial;35775136;11;2014/12"
"delineacion urbana;2014;12;popular;presencial;688225;3;2014/12"
"espectaculos publicos;2014;12;no definido;presencial;6272231;7;2014/12"
"espectaculos publicos;2014;12;bancolombia;presencial;279207623;3;2014/12"
"espectaculos publicos;2014;12;bogota;presencial;691882639;3;2014/12"
"espectaculos publicos;2014;12;itau;presencial;4743784;7;2014/12"
"espectaculos publicos;2014;12;popular;presencial;712065;1;2014/12"
"estampilla procultura;2014;12;no definido;presencial;2890216;1;2014/12"
"estampilla procultura;2014;12;bogota;presencial;59482463;5;2014/12"
"estampilla procultura;2014;12;occidente;presencial;1850000;1;2014/12"
"impuesto predial;2014;12;no definido;presencial;23300534069;73166;2014/12"
"impuesto predial;2014;12;agrario;presencial;197491930;420;2014/12"
"impuesto predial;2014;12;av villas;presencial;440897989;2208;2014/12"
"impuesto predial;2014;12;bancolombia;presencial;1746399596;7962;2014/12"
"impuesto predial;2014;12;bbva;presencial;943728066;2092;2014/12"
"impuesto predial;2014;12;bogota;presencial;3040361247;9501;2014/12"
"impuesto predial;2014;12;caja social;presencial;538574390;3191;2014/12"
"impuesto predial;2014;12;colpatria;presencial;1141475650;1331;2014/12"
"impuesto predial;2014;12;davivienda;presencial;2029054119;7411;2014/12"
"impuesto predial;2014;12;itau;presencial;236498618;578;2014/12"
"impuesto predial;2014;12;occidente;presencial;4309938097;17696;2014/12"
"impuesto predial;2014;12;popular;presencial;487989859;2054;2014/12"
"impuesto predial;2014;12;sudameris;presencial;387552117;2015;2014/12"
"impuesto telefonico;2014;12;no definido;presencial;2163323258;2;2014/12"
"impuesto telefonico;2014;12;bogota;presencial;48288604;1;2014/12"
"industria y comercio;2014;12;no definido;presencial;14174217514;22305;2014/12"
"industria y comercio;2014;12;agrario;presencial;11910237;57;2014/12"
"industria y comercio;2014;12;av villas;presencial;288574616;440;2014/12"
"industria y comercio;2014;12;bancolombia;presencial;7603723790;3248;2014/12"
"industria y comercio;2014;12;bbva;presencial;1257039012;388;2014/12"
"industria y comercio;2014;12;bogota;presencial;7785439000;5306;2014/12"
"industria y comercio;2014;12;caja social;presencial;119876887;744;2014/12"
"industria y comercio;2014;12;colpatria;presencial;179046446;372;2014/12"
"industria y comercio;2014;12;davivienda;presencial;6874035519;2258;2014/12"
"industria y comercio;2014;12;itau;presencial;225707971;228;2014/12"
"industria y comercio;2014;12;occidente;presencial;3926875356;2391;2014/12"
"industria y comercio;2014;12;popular;presencial;303902315;417;2014/12"
"industria y comercio;2014;12;sudameris;presencial;117013789;370;2014/12"
"ingresos no tributarios;2014;12;no definido;presencial;4667685752;28303;2014/12"
"ingresos no tributarios;2014;12;av villas;presencial;2172204;22;2014/12"
"ingresos no tributarios;2014;12;bancolombia;presencial;567731261;408;2014/12"
"ingresos no tributarios;2014;12;bbva;presencial;9385199;63;2014/12"
"ingresos no tributarios;2014;12;bogota;presencial;30779239;84;2014/12"
"ingresos no tributarios;2014;12;caja social;presencial;11242838;273;2014/12"
"ingresos no tributarios;2014;12;colpatria;presencial;10224163;17;2014/12"
"ingresos no tributarios;2014;12;davivienda;presencial;394436491;224;2014/12"
"ingresos no tributarios;2014;12;itau;presencial;88316;2;2014/12"
"ingresos no tributarios;2014;12;occidente;presencial;1343123748;5380;2014/12"
"ingresos no tributarios;2014;12;popular;presencial;4100044179;46198;2014/12"
"otros ingresos;2014;12;no definido;presencial;29053660636;423;2014/12"
"otros ingresos;2014;12;av villas;presencial;78029;1;2014/12"
"otros ingresos;2014;12;bancolombia;presencial;777737569;38;2014/12"
"otros ingresos;2014;12;bbva;presencial;62081122;36;2014/12"
"otros ingresos;2014;12;bogota;presencial;2489879911;78;2014/12"
"otros ingresos;2014;12;caja social;presencial;627191;6;2014/12"
"otros ingresos;2014;12;colpatria;presencial;19633805;4;2014/12"
"otros ingresos;2014;12;davivienda;presencial;130915480;6;2014/12"
"otros ingresos;2014;12;itau;presencial;3588552;4;2014/12"
"otros ingresos;2014;12;occidente;presencial;192511134;38;2014/12"
"otros ingresos;2014;12;popular;presencial;1354826825;57;2014/12"
"otros ingresos;2014;12;sudameris;presencial;18354182;2;2014/12"
"otros ingresos tributarios;2014;12;no definido;presencial;60764576;15;2014/12"
"otros ingresos tributarios;2014;12;bogota;presencial;23326651;3;2014/12"
"otros ingresos tributarios;2014;12;davivienda;presencial;13575391;3;2014/12"
"otros ingresos tributarios;2014;12;occidente;presencial;5762380;1;2014/12"
"otros ingresos tributarios;2014;12;popular;presencial;2251120;2;2014/12"
"publicidad exterior visual;2014;12;no definido;presencial;69426816;327;2014/12"
"publicidad exterior visual;2014;12;bbva;presencial;98000;1;2014/12"
"publicidad exterior visual;2014;12;bogota;presencial;23740924;120;2014/12"
"publicidad exterior visual;2014;12;colpatria;presencial;196000;1;2014/12"
"publicidad exterior visual;2014;12;davivienda;presencial;2030000;13;2014/12"
"publicidad exterior visual;2014;12;occidente;presencial;5438644;27;2014/12"
"publicidad exterior visual;2014;12;sudameris;presencial;2058000;18;2014/12"
"recursos fonset;2014;12;no definido;presencial;809952769;7;2014/12"
"recursos fonset;2014;12;bogota;presencial;877703075;17;2014/12"
"recursos fonset;2014;12;occidente;presencial;30909198;3;2014/12"
"rentas contractuales;2014;12;no definido;presencial;522805396;308;2014/12"
"rentas contractuales;2014;12;av villas;presencial;7970274;9;2014/12"
"rentas contractuales;2014;12;bancolombia;presencial;6628648;17;2014/12"
"rentas contractuales;2014;12;bbva;presencial;22729494;4;2014/12"
"rentas contractuales;2014;12;bogota;presencial;2896603658;61;2014/12"
"rentas contractuales;2014;12;caja social;presencial;16733925;49;2014/12"
"rentas contractuales;2014;12;colpatria;presencial;13466961;3;2014/12"
"rentas contractuales;2014;12;davivienda;presencial;41075362;34;2014/12"
"rentas contractuales;2014;12;itau;presencial;2216990;4;2014/12"
"rentas contractuales;2014;12;occidente;presencial;25462632;33;2014/12"
"rentas contractuales;2014;12;popular;presencial;1649645;10;2014/12"
"rentas contractuales;2014;12;sudameris;presencial;1353612;2;2014/12"
"retencion ica;2014;12;no definido;presencial;43401000;14;2014/12"
"retencion ica;2014;12;bogota;presencial;59028000;11;2014/12"
"retencion ica;2014;12;occidente;presencial;1022060;3;2014/12"
"servicios;2014;12;no definido;presencial;57762175;2905;2014/12"
"servicios;2014;12;av villas;presencial;581884;12;2014/12"
"servicios;2014;12;bancolombia;presencial;4077730;209;2014/12"
"servicios;2014;12;bbva;presencial;344438;6;2014/12"
"servicios;2014;12;bogota;presencial;2172208;32;2014/12"
"servicios;2014;12;caja social;presencial;205340;1;2014/12"
"servicios;2014;12;colpatria;presencial;356578;6;2014/12"
"servicios;2014;12;davivienda;presencial;4631703;88;2014/12"
"servicios;2014;12;occidente;presencial;45104071;2390;2014/12"
"servicios;2014;12;popular;presencial;1140838751;35336;2014/12"
"sistema de ventas por club;2014;12;no definido;presencial;8508956;9;2014/12"
"sobretasa a la gasolina;2014;12;no definido;presencial;7608890000;12;2014/12"
"transferencias;2014;12;no definido;presencial;10695612840;12;2014/12"
"transferencias;2014;12;bbva;presencial;2339509;1;2014/12"
"transferencias;2014;12;bogota;presencial;1913965075;28;2014/12"
"transferencias;2014;12;occidente;presencial;82177809;4;2014/12"
"alumbrado publico;2015;1;no definido;presencial;3785350145;71;2015/1"
"alumbrado publico;2015;1;bbva;presencial;687000;1;2015/1"
"alumbrado publico;2015;1;bogota;presencial;89395137;16;2015/1"
"alumbrado publico;2015;1;davivienda;presencial;43860194;2;2015/1"
"alumbrado publico;2015;1;itau;presencial;2823000;5;2015/1"
"alumbrado publico;2015;1;occidente;presencial;225159;2;2015/1"
"alumbrado publico;2015;1;sudameris;presencial;312547;2;2015/1"
"circulacion y transito;2015;1;no definido;presencial;826970314;323;2015/1"
"circulacion y transito;2015;1;bbva;presencial;2480800;2;2015/1"
"circulacion y transito;2015;1;davivienda;presencial;13726;1;2015/1"
"circulacion y transito;2015;1;occidente;presencial;116573;18;2015/1"
"circulacion y transito;2015;1;popular;presencial;10949346;2822;2015/1"
"constructores;2015;1;no definido;presencial;269572140;7;2015/1"
"cuotas partes jubilatorias;2015;1;no definido;presencial;14014254;5;2015/1"
"cuotas partes jubilatorias;2015;1;occidente;presencial;3650780;2;2015/1"
"cuotas partes jubilatorias;2015;1;popular;presencial;1735749;1;2015/1"
"deguello de ganado;2015;1;no definido;presencial;178014790;2;2015/1"
"delineacion urbana;2015;1;no definido;presencial;334888851;78;2015/1"
"delineacion urbana;2015;1;av villas;presencial;183182;4;2015/1"
"delineacion urbana;2015;1;bogota;presencial;52500292;4;2015/1"
"delineacion urbana;2015;1;caja social;presencial;211531;2;2015/1"
"delineacion urbana;2015;1;davivienda;presencial;1976997;14;2015/1"
"delineacion urbana;2015;1;occidente;presencial;334339226;5;2015/1"
"delineacion urbana;2015;1;popular;presencial;11339811;19;2015/1"
"espectaculos publicos;2015;1;no definido;presencial;56939638;10;2015/1"
"espectaculos publicos;2015;1;bancolombia;presencial;726500000;2;2015/1"
"espectaculos publicos;2015;1;bogota;presencial;111189584;3;2015/1"
"espectaculos publicos;2015;1;itau;presencial;2387699;4;2015/1"
"espectaculos publicos;2015;1;popular;presencial;778455;1;2015/1"
"estampilla procultura;2015;1;no definido;presencial;108899177;5;2015/1"
"estampilla procultura;2015;1;bogota;presencial;96074495;3;2015/1"
"impuesto predial;2015;1;no definido;presencial;16294951745;29712;2015/1"
"impuesto predial;2015;1;agrario;presencial;17129973;74;2015/1"
"impuesto predial;2015;1;av villas;presencial;175620329;695;2015/1"
"impuesto predial;2015;1;bancolombia;presencial;1337016936;3702;2015/1"
"impuesto predial;2015;1;bbva;presencial;443035521;752;2015/1"
"impuesto predial;2015;1;bogota;presencial;2502886048;4375;2015/1"
"impuesto predial;2015;1;caja social;presencial;358407789;859;2015/1"
"impuesto predial;2015;1;colpatria;presencial;236213571;367;2015/1"
"impuesto predial;2015;1;davivienda;presencial;1915507120;3780;2015/1"
"impuesto predial;2015;1;itau;presencial;192011182;349;2015/1"
"impuesto predial;2015;1;occidente;presencial;2954028038;4284;2015/1"
"impuesto predial;2015;1;popular;presencial;315078063;963;2015/1"
"impuesto predial;2015;1;sudameris;presencial;124277214;379;2015/1"
"impuesto telefonico;2015;1;no definido;presencial;2368159712;2;2015/1"
"industria y comercio;2015;1;no definido;presencial;13263968035;21654;2015/1"
"industria y comercio;2015;1;agrario;presencial;12173542;60;2015/1"
"industria y comercio;2015;1;av villas;presencial;352660679;401;2015/1"
"industria y comercio;2015;1;bancolombia;presencial;5819174730;3108;2015/1"
"industria y comercio;2015;1;bbva;presencial;700297252;419;2015/1"
"industria y comercio;2015;1;bogota;presencial;6096263708;4516;2015/1"
"industria y comercio;2015;1;caja social;presencial;109101721;687;2015/1"
"industria y comercio;2015;1;colpatria;presencial;76825932;316;2015/1"
"industria y comercio;2015;1;davivienda;presencial;1169364783;1926;2015/1"
"industria y comercio;2015;1;itau;presencial;107255118;186;2015/1"
"industria y comercio;2015;1;occidente;presencial;4177096464;1991;2015/1"
"industria y comercio;2015;1;popular;presencial;258921673;463;2015/1"
"industria y comercio;2015;1;sudameris;presencial;74811936;381;2015/1"
"ingresos no tributarios;2015;1;no definido;presencial;3429546189;29611;2015/1"
"ingresos no tributarios;2015;1;av villas;presencial;2882438;22;2015/1"
"ingresos no tributarios;2015;1;bancolombia;presencial;101226964;504;2015/1"
"ingresos no tributarios;2015;1;bbva;presencial;5413579;29;2015/1"
"ingresos no tributarios;2015;1;bogota;presencial;20867226;42;2015/1"
"ingresos no tributarios;2015;1;caja social;presencial;11939336;106;2015/1"
"ingresos no tributarios;2015;1;colpatria;presencial;5226875;12;2015/1"
"ingresos no tributarios;2015;1;davivienda;presencial;746340615;283;2015/1"
"ingresos no tributarios;2015;1;itau;presencial;76600;1;2015/1"
"ingresos no tributarios;2015;1;occidente;presencial;999894372;5579;2015/1"
"ingresos no tributarios;2015;1;popular;presencial;4010966573;45771;2015/1"
"otros ingresos;2015;1;no definido;presencial;1213337094;353;2015/1"
"otros ingresos;2015;1;av villas;presencial;172632;3;2015/1"
"otros ingresos;2015;1;bancolombia;presencial;2393859351;17;2015/1"
"otros ingresos;2015;1;bbva;presencial;46674949;13;2015/1"
"otros ingresos;2015;1;bogota;presencial;957964004;38;2015/1"
"otros ingresos;2015;1;caja social;presencial;54999;1;2015/1"
"otros ingresos;2015;1;colpatria;presencial;56093166;2;2015/1"
"otros ingresos;2015;1;davivienda;presencial;2424368;10;2015/1"
"otros ingresos;2015;1;itau;presencial;8181818;1;2015/1"
"otros ingresos;2015;1;occidente;presencial;572168257;92;2015/1"
"otros ingresos;2015;1;popular;presencial;272250834;42;2015/1"
"otros ingresos;2015;1;sudameris;presencial;26919466;3;2015/1"
"otros ingresos tributarios;2015;1;no definido;presencial;9708687;9;2015/1"
"otros ingresos tributarios;2015;1;bogota;presencial;5538218;3;2015/1"
"otros ingresos tributarios;2015;1;davivienda;presencial;3884624;1;2015/1"
"publicidad exterior visual;2015;1;no definido;presencial;90167415;384;2015/1"
"publicidad exterior visual;2015;1;av villas;presencial;3331872;2;2015/1"
"publicidad exterior visual;2015;1;bogota;presencial;22412175;105;2015/1"
"publicidad exterior visual;2015;1;davivienda;presencial;1389019;6;2015/1"
"publicidad exterior visual;2015;1;occidente;presencial;9732297;41;2015/1"
"publicidad exterior visual;2015;1;popular;presencial;402808;1;2015/1"
"publicidad exterior visual;2015;1;sudameris;presencial;2525000;20;2015/1"
"recursos fonset;2015;1;no definido;presencial;7937017770;17;2015/1"
"recursos fonset;2015;1;bbva;presencial;124500;1;2015/1"
"recursos fonset;2015;1;bogota;presencial;1804695717;13;2015/1"
"recursos fonset;2015;1;occidente;presencial;28552133;1;2015/1"
"rentas contractuales;2015;1;no definido;presencial;279587921;282;2015/1"
"rentas contractuales;2015;1;av villas;presencial;3552526;4;2015/1"
"rentas contractuales;2015;1;bancolombia;presencial;7107402;12;2015/1"
"rentas contractuales;2015;1;bbva;presencial;24235735;2;2015/1"
"rentas contractuales;2015;1;bogota;presencial;148165747;34;2015/1"
"rentas contractuales;2015;1;caja social;presencial;17022891;51;2015/1"
"rentas contractuales;2015;1;colpatria;presencial;20437640;3;2015/1"
"rentas contractuales;2015;1;davivienda;presencial;2809920765;53;2015/1"
"rentas contractuales;2015;1;itau;presencial;1160323;2;2015/1"
"rentas contractuales;2015;1;occidente;presencial;20394068;25;2015/1"
"rentas contractuales;2015;1;popular;presencial;2881317;10;2015/1"
"rentas contractuales;2015;1;sudameris;presencial;759636;1;2015/1"
"retencion ica;2015;1;no definido;presencial;1271960000;195;2015/1"
"retencion ica;2015;1;agrario;presencial;1468000;1;2015/1"
"retencion ica;2015;1;bancolombia;presencial;103533;1;2015/1"
"retencion ica;2015;1;bbva;presencial;38924000;8;2015/1"
"retencion ica;2015;1;bogota;presencial;1789000718;378;2015/1"
"retencion ica;2015;1;caja social;presencial;773000;3;2015/1"
"retencion ica;2015;1;davivienda;presencial;50000;1;2015/1"
"retencion ica;2015;1;itau;presencial;4654000;2;2015/1"
"retencion ica;2015;1;occidente;presencial;304406000;39;2015/1"
"retencion ica;2015;1;popular;presencial;190461000;2;2015/1"
"servicios;2015;1;no definido;presencial;49258687;2269;2015/1"
"servicios;2015;1;av villas;presencial;2500;1;2015/1"
"servicios;2015;1;bancolombia;presencial;1694652;90;2015/1"
"servicios;2015;1;bbva;presencial;50000;2;2015/1"
"servicios;2015;1;bogota;presencial;2530060;40;2015/1"
"servicios;2015;1;caja social;presencial;300692;3;2015/1"
"servicios;2015;1;davivienda;presencial;8756795;326;2015/1"
"servicios;2015;1;occidente;presencial;24272155;1203;2015/1"
"servicios;2015;1;popular;presencial;890566790;27690;2015/1"
"sistema de ventas por club;2015;1;no definido;presencial;6432250;10;2015/1"
"sistema de ventas por club;2015;1;bogota;presencial;2730700;6;2015/1"
"sobretasa a la gasolina;2015;1;no definido;presencial;8827055000;8;2015/1"
"transferencias;2015;1;no definido;presencial;232854480;8;2015/1"
"transferencias;2015;1;bbva;presencial;1642724;1;2015/1"
"transferencias;2015;1;bogota;presencial;2230957599;29;2015/1"
"transferencias;2015;1;occidente;presencial;51639092;2;2015/1"
"transferencias;2015;1;popular;presencial;11689708;1;2015/1"
"alumbrado publico;2015;2;no definido;presencial;3555625552;1332;2015/2"
"alumbrado publico;2015;2;agrario;presencial;791031;28;2015/2"
"alumbrado publico;2015;2;av villas;presencial;427574;11;2015/2"
"alumbrado publico;2015;2;bbva;presencial;4856149;18;2015/2"
"alumbrado publico;2015;2;bogota;presencial;91585366;72;2015/2"
"alumbrado publico;2015;2;caja social;presencial;585035;20;2015/2"
"alumbrado publico;2015;2;colpatria;presencial;35262;2;2015/2"
"alumbrado publico;2015;2;davivienda;presencial;3559489;36;2015/2"
