Banco,Contrato,Origen,Tipo archivo recaudo,periodo,Mes,Total recaudo,Total transacciones
davivienda,delineación urbana,presencial,pagos presencial,2023,11,7482740,7
davivienda,delineación urbana,presencial,pagos presencial,2023,12,18248334,12
davivienda,espectaculos publicos,presencial,pagos presencial,2020,1,85647328,2
davivienda,espectaculos publicos,presencial,pagos presencial,2021,8,63490429,1
davivienda,espectaculos publicos,presencial,pagos presencial,2021,9,45524827,1
davivienda,espectaculos publicos,presencial,pagos presencial,2021,10,5176552,1
davivienda,espectaculos publicos,presencial,pagos presencial,2021,11,6323291,2
davivienda,espectaculos publicos,presencial,pagos presencial,2021,12,1115379,1
davivienda,espectaculos publicos,presencial,pagos presencial,2022,8,141175862,1
davivienda,espectaculos publicos,presencial,pagos presencial,2022,10,1682069,1
davivienda,espectaculos publicos,presencial,pagos presencial,2023,2,4011724,2
davivienda,espectaculos publicos,presencial,pagos presencial,2023,3,39292138,6
davivienda,espectaculos publicos,presencial,pagos presencial,2023,4,3228965,1
davivienda,espectaculos publicos,presencial,pagos presencial,2023,6,100128552,1
davivienda,espectaculos publicos,presencial,pagos presencial,2023,7,152584138,2
davivienda,espectaculos publicos,presencial,pagos presencial,2023,8,35490668,2
davivienda,espectaculos publicos,presencial,pagos presencial,2023,10,27093103,2
davivienda,espectaculos publicos,presencial,pagos presencial,2023,11,8753793,1
davivienda,estampilla procultura,presencial,pagos presencial,2020,2,5468549,1
davivienda,exogena reteica,presencial,pagos presencial,2023,3,132804,1
davivienda,impuesto predial,presencial,pagos presencial,2020,1,922973974,2642
davivienda,impuesto predial,presencial,pagos presencial,2020,2,1472519529,3796
davivienda,impuesto predial,presencial,pagos presencial,2020,3,981659860,2470
davivienda,impuesto predial,presencial,pagos presencial,2020,4,42358369,188
davivienda,impuesto predial,presencial,pagos presencial,2020,5,72051660,225
davivienda,impuesto predial,presencial,pagos presencial,2020,6,76339214,316
davivienda,impuesto predial,presencial,pagos presencial,2020,7,80587534,284
davivienda,impuesto predial,presencial,pagos presencial,2020,8,79522548,258
davivienda,impuesto predial,presencial,pagos presencial,2020,9,304410238,1216
davivienda,impuesto predial,presencial,pagos presencial,2020,10,447313868,1321
davivienda,impuesto predial,presencial,pagos presencial,2020,11,836502494,1988
davivienda,impuesto predial,presencial,pagos presencial,2020,12,949022640,2304
davivienda,impuesto predial,presencial,pagos presencial,2021,1,353388673,1108
davivienda,impuesto predial,presencial,pagos presencial,2021,2,1086422111,2277
davivienda,impuesto predial,presencial,pagos presencial,2021,3,1096364669,2435
davivienda,impuesto predial,presencial,pagos presencial,2021,4,475351024,1254
davivienda,impuesto predial,presencial,pagos presencial,2021,5,611821131,1520
davivienda,impuesto predial,presencial,pagos presencial,2021,6,824192826,1995
davivienda,impuesto predial,presencial,pagos presencial,2021,7,708316667,1747
davivienda,impuesto predial,presencial,pagos presencial,2021,8,910926480,2099
davivienda,impuesto predial,presencial,pagos presencial,2021,9,819108690,2053
davivienda,impuesto predial,presencial,pagos presencial,2021,10,323553825,1451
davivienda,impuesto predial,presencial,pagos presencial,2021,11,767248408,2059
davivienda,impuesto predial,presencial,pagos presencial,2021,12,1131885418,2599
davivienda,impuesto predial,presencial,pagos presencial,2022,1,543458968,1737
davivienda,impuesto predial,presencial,pagos presencial,2022,2,961321443,2341
davivienda,impuesto predial,presencial,pagos presencial,2022,3,1204923778,2540
davivienda,impuesto predial,presencial,pagos presencial,2022,4,533045520,1716
davivienda,impuesto predial,presencial,pagos presencial,2022,5,812601592,2135
davivienda,impuesto predial,presencial,pagos presencial,2022,6,1029418122,2189
davivienda,impuesto predial,presencial,pagos presencial,2022,7,898792874,2049
davivienda,impuesto predial,presencial,pagos presencial,2022,8,955929968,2084
davivienda,impuesto predial,presencial,pagos presencial,2022,9,999861646,2033
davivienda,impuesto predial,presencial,pagos presencial,2022,10,771276799,1964
davivienda,impuesto predial,presencial,pagos presencial,2022,11,1020446204,1718
davivienda,impuesto predial,presencial,pagos presencial,2022,12,928692912,2080
davivienda,impuesto predial,presencial,pagos presencial,2023,1,458653613,1475
davivienda,impuesto predial,presencial,pagos presencial,2023,2,480267760,1427
davivienda,impuesto predial,presencial,pagos presencial,2023,3,668005227,1912
davivienda,impuesto predial,presencial,pagos presencial,2023,4,449715532,1527
davivienda,impuesto predial,presencial,pagos presencial,2023,5,626618937,1733
davivienda,impuesto predial,presencial,pagos presencial,2023,6,590563463,1639
davivienda,impuesto predial,presencial,pagos presencial,2023,7,686841280,1628
davivienda,impuesto predial,presencial,pagos presencial,2023,8,1002059903,1855
davivienda,impuesto predial,presencial,pagos presencial,2023,9,825910917,1543
davivienda,impuesto predial,presencial,pagos presencial,2023,10,1585242513,1784
davivienda,impuesto predial,presencial,pagos presencial,2023,11,829295647,1791
davivienda,impuesto predial,presencial,pagos presencial,2023,12,1118596110,2106
davivienda,impuesto telefonico,presencial,pagos presencial,2020,1,173769,1
davivienda,impuesto telefonico,presencial,pagos presencial,2020,3,226414,1
davivienda,impuesto telefonico,presencial,pagos presencial,2020,4,1676628328,2
davivienda,impuesto telefonico,presencial,pagos presencial,2020,5,1577154183,2
davivienda,impuesto telefonico,presencial,pagos presencial,2020,6,1137005807,2
davivienda,impuesto telefonico,presencial,pagos presencial,2020,8,727291969,1
davivienda,impuesto telefonico,presencial,pagos presencial,2020,9,903739790,3
davivienda,impuesto telefonico,presencial,pagos presencial,2020,11,951453857,1
davivienda,impuesto telefonico,presencial,pagos presencial,2020,12,1225569913,1
davivienda,impuesto telefonico,presencial,pagos presencial,2021,1,113288,1
davivienda,impuesto telefonico,presencial,pagos presencial,2021,2,773058615,1
davivienda,impuesto telefonico,presencial,pagos presencial,2021,3,1091890642,2
davivienda,impuesto telefonico,presencial,pagos presencial,2021,4,1121447149,2
davivienda,impuesto telefonico,presencial,pagos presencial,2021,5,998172928,3
davivienda,impuesto telefonico,presencial,pagos presencial,2021,6,332185846,1
davivienda,impuesto telefonico,presencial,pagos presencial,2021,8,330693073,1
davivienda,impuesto telefonico,presencial,pagos presencial,2021,9,887168142,4
davivienda,impuesto telefonico,presencial,pagos presencial,2021,10,322824658,2
davivienda,impuesto telefonico,presencial,pagos presencial,2021,11,1079356373,4
davivienda,impuesto telefonico,presencial,pagos presencial,2021,12,1014119716,2
davivienda,impuesto telefonico,presencial,pagos presencial,2022,1,333978230,1
davivienda,impuesto telefonico,presencial,pagos presencial,2022,2,1664961991,3
davivienda,impuesto telefonico,presencial,pagos presencial,2022,3,988646531,2
davivienda,impuesto telefonico,presencial,pagos presencial,2022,4,355677623,1
davivienda,impuesto telefonico,presencial,pagos presencial,2022,5,778490498,3
davivienda,impuesto telefonico,presencial,pagos presencial,2022,6,1214893693,3
davivienda,impuesto telefonico,presencial,pagos presencial,2022,7,1608228538,11
davivienda,impuesto telefonico,presencial,pagos presencial,2022,8,1663350178,5
davivienda,impuesto telefonico,presencial,pagos presencial,2022,9,907501401,2
davivienda,impuesto telefonico,presencial,pagos presencial,2022,10,324461026,5
davivienda,impuesto telefonico,presencial,pagos presencial,2022,11,344295208,9
davivienda,impuesto telefonico,presencial,pagos presencial,2022,12,333479073,3
davivienda,impuesto telefonico,presencial,pagos presencial,2023,1,1118655943,2
davivienda,impuesto telefonico,presencial,pagos presencial,2023,2,1003741728,4
davivienda,impuesto telefonico,presencial,pagos presencial,2023,3,351595178,13
davivienda,impuesto telefonico,presencial,pagos presencial,2023,4,470603334,3
davivienda,impuesto telefonico,presencial,pagos presencial,2023,5,1163837305,6
davivienda,impuesto telefonico,presencial,pagos presencial,2023,6,1208073121,13
davivienda,impuesto telefonico,presencial,pagos presencial,2023,7,878817806,4
davivienda,impuesto telefonico,presencial,pagos presencial,2023,8,388856153,1
davivienda,impuesto telefonico,presencial,pagos presencial,2023,9,1134346569,3
davivienda,impuesto telefonico,presencial,pagos presencial,2023,10,836096965,7
davivienda,impuesto telefonico,presencial,pagos presencial,2023,11,1619311731,4
davivienda,impuesto telefonico,presencial,pagos presencial,2023,12,1588557341,4
davivienda,industria y comercio,presencial,pagos presencial,2020,1,854176738,1692
davivienda,industria y comercio,presencial,pagos presencial,2020,2,772857265,1785
davivienda,industria y comercio,presencial,pagos presencial,2020,3,501344544,1200
davivienda,industria y comercio,presencial,pagos presencial,2020,4,2383226,8
davivienda,industria y comercio,presencial,pagos presencial,2020,5,570424780,25
davivienda,industria y comercio,presencial,pagos presencial,2020,6,464188906,777
davivienda,industria y comercio,presencial,pagos presencial,2020,7,530853373,795
davivienda,industria y comercio,presencial,pagos presencial,2020,8,567795845,674
davivienda,industria y comercio,presencial,pagos presencial,2020,9,509604646,908
davivienda,industria y comercio,presencial,pagos presencial,2020,10,613611725,977
davivienda,industria y comercio,presencial,pagos presencial,2020,11,1154093578,1235
davivienda,industria y comercio,presencial,pagos presencial,2020,12,604996527,924
davivienda,industria y comercio,presencial,pagos presencial,2021,1,408169993,735
davivienda,industria y comercio,presencial,pagos presencial,2021,2,507965001,1036
davivienda,industria y comercio,presencial,pagos presencial,2021,3,157074711,252
davivienda,industria y comercio,presencial,pagos presencial,2021,4,1992752372,670
davivienda,industria y comercio,presencial,pagos presencial,2021,5,384194904,579
davivienda,industria y comercio,presencial,pagos presencial,2021,6,439709237,689
davivienda,industria y comercio,presencial,pagos presencial,2021,7,1358375738,641
davivienda,industria y comercio,presencial,pagos presencial,2021,8,604303092,699
davivienda,industria y comercio,presencial,pagos presencial,2021,9,399141892,856
davivienda,industria y comercio,presencial,pagos presencial,2021,10,324778887,645
davivienda,industria y comercio,presencial,pagos presencial,2021,11,346692379,720
davivienda,industria y comercio,presencial,pagos presencial,2021,12,731380418,951
davivienda,industria y comercio,presencial,pagos presencial,2022,1,96079130,228
davivienda,industria y comercio,presencial,pagos presencial,2022,2,268706621,194
davivienda,industria y comercio,presencial,pagos presencial,2022,3,319357418,390
davivienda,industria y comercio,presencial,pagos presencial,2022,4,241081138,309
davivienda,industria y comercio,presencial,pagos presencial,2022,5,1997352062,524
davivienda,industria y comercio,presencial,pagos presencial,2022,6,396143889,360
davivienda,industria y comercio,presencial,pagos presencial,2022,7,310841187,367
davivienda,industria y comercio,presencial,pagos presencial,2022,8,195761402,252
davivienda,industria y comercio,presencial,pagos presencial,2022,9,264482841,318
davivienda,industria y comercio,presencial,pagos presencial,2022,10,160772431,225
davivienda,industria y comercio,presencial,pagos presencial,2022,11,178578529,302
davivienda,industria y comercio,presencial,pagos presencial,2022,12,213432318,293
davivienda,industria y comercio,presencial,pagos presencial,2023,1,131901173,186
davivienda,industria y comercio,presencial,pagos presencial,2023,2,118027086,239
davivienda,industria y comercio,presencial,pagos presencial,2023,3,154315329,303
davivienda,industria y comercio,presencial,pagos presencial,2023,4,114188004,218
davivienda,industria y comercio,presencial,pagos presencial,2023,5,153512961,208
davivienda,industria y comercio,presencial,pagos presencial,2023,6,251909177,201
davivienda,industria y comercio,presencial,pagos presencial,2023,7,97502547,188
davivienda,industria y comercio,presencial,pagos presencial,2023,8,229714884,207
davivienda,industria y comercio,presencial,pagos presencial,2023,9,125736148,171
davivienda,industria y comercio,presencial,pagos presencial,2023,10,175653769,239
davivienda,industria y comercio,presencial,pagos presencial,2023,11,122128873,213
davivienda,industria y comercio,presencial,pagos presencial,2023,12,260610297,189
davivienda,ingresos no tributarios,presencial,pagos presencial,2020,1,21001992,39
davivienda,ingresos no tributarios,presencial,pagos presencial,2020,2,15203480,39
davivienda,ingresos no tributarios,presencial,pagos presencial,2020,3,17965941,31
davivienda,ingresos no tributarios,presencial,pagos presencial,2020,4,2933819,2
davivienda,ingresos no tributarios,presencial,pagos presencial,2020,5,8126495,8
davivienda,ingresos no tributarios,presencial,pagos presencial,2020,6,6066789,4
davivienda,ingresos no tributarios,presencial,pagos presencial,2020,7,5152716,10
davivienda,ingresos no tributarios,presencial,pagos presencial,2020,8,6707538,5
davivienda,ingresos no tributarios,presencial,pagos presencial,2020,9,51888509,53
davivienda,ingresos no tributarios,presencial,pagos presencial,2020,10,95998997,63
davivienda,ingresos no tributarios,presencial,pagos presencial,2020,11,153055809,71
davivienda,ingresos no tributarios,presencial,pagos presencial,2020,12,112502796,100
davivienda,ingresos no tributarios,presencial,pagos presencial,2021,1,119981621,44
davivienda,ingresos no tributarios,presencial,pagos presencial,2021,2,97401185,111
davivienda,ingresos no tributarios,presencial,pagos presencial,2021,3,82647608,80
davivienda,ingresos no tributarios,presencial,pagos presencial,2021,4,69368488,80
davivienda,ingresos no tributarios,presencial,pagos presencial,2021,5,82512320,57
davivienda,ingresos no tributarios,presencial,pagos presencial,2021,6,54692092,83
davivienda,ingresos no tributarios,presencial,pagos presencial,2021,7,35608663,67
davivienda,ingresos no tributarios,presencial,pagos presencial,2021,8,122317962,110
davivienda,ingresos no tributarios,presencial,pagos presencial,2021,9,186393505,106
davivienda,ingresos no tributarios,presencial,pagos presencial,2021,10,88860028,90
davivienda,ingresos no tributarios,presencial,pagos presencial,2021,11,95069016,112
davivienda,ingresos no tributarios,presencial,pagos presencial,2021,12,273249207,88
davivienda,ingresos no tributarios,presencial,pagos presencial,2022,1,97982555,70
davivienda,ingresos no tributarios,presencial,pagos presencial,2022,2,51694111,93
davivienda,ingresos no tributarios,presencial,pagos presencial,2022,3,101264411,108
davivienda,ingresos no tributarios,presencial,pagos presencial,2022,4,1134271357,76
davivienda,ingresos no tributarios,presencial,pagos presencial,2022,5,131065823,80
davivienda,ingresos no tributarios,presencial,pagos presencial,2022,6,67714427,82
davivienda,ingresos no tributarios,presencial,pagos presencial,2022,7,129842336,106
davivienda,ingresos no tributarios,presencial,pagos presencial,2022,8,57036528,82
davivienda,ingresos no tributarios,presencial,pagos presencial,2022,9,100505265,85
davivienda,ingresos no tributarios,presencial,pagos presencial,2022,10,54525032,85
davivienda,ingresos no tributarios,presencial,pagos presencial,2022,11,53918679,70
davivienda,ingresos no tributarios,presencial,pagos presencial,2022,12,55171996,63
davivienda,ingresos no tributarios,presencial,pagos presencial,2023,1,90136798,69
davivienda,ingresos no tributarios,presencial,pagos presencial,2023,2,46251861,68
davivienda,ingresos no tributarios,presencial,pagos presencial,2023,3,94207739,56
davivienda,ingresos no tributarios,presencial,pagos presencial,2023,4,62342891,60
davivienda,ingresos no tributarios,presencial,pagos presencial,2023,5,61209442,68
davivienda,ingresos no tributarios,presencial,pagos presencial,2023,6,57352982,75
davivienda,ingresos no tributarios,presencial,pagos presencial,2023,7,64180963,67
davivienda,ingresos no tributarios,presencial,pagos presencial,2023,8,169695069,63
davivienda,ingresos no tributarios,presencial,pagos presencial,2023,9,86338465,56
