index,Banco,Contrato,Origen,Tipo archivo recaudo,Hora,DiaSemana,Total recaudo,Total transacciones
38648,citibank n.a.,impuesto predial,p,pagos web,12,3,3015603,1
38649,citibank n.a.,impuesto predial,p,pagos web,12,4,3950374,5
38650,citibank n.a.,impuesto predial,p,pagos web,12,6,19143253,3
38651,citibank n.a.,impuesto predial,p,pagos web,13,0,3480463,3
38652,citibank n.a.,impuesto predial,p,pagos web,13,1,9786753,1
38653,citibank n.a.,impuesto predial,p,pagos web,13,2,35809118,4
38654,citibank n.a.,impuesto predial,p,pagos web,13,3,2291329,2
38655,citibank n.a.,impuesto predial,p,pagos web,13,4,3483284,2
38656,citibank n.a.,impuesto predial,p,pagos web,13,5,81754,1
38657,citibank n.a.,impuesto predial,p,pagos web,14,0,29191295,7
38658,citibank n.a.,impuesto predial,p,pagos web,14,1,11151089,4
38659,citibank n.a.,impuesto predial,p,pagos web,14,2,17578236,4
38660,citibank n.a.,impuesto predial,p,pagos web,14,3,46041397,3
38661,citibank n.a.,impuesto predial,p,pagos web,14,4,164500,1
38662,citibank n.a.,impuesto predial,p,pagos web,14,5,4550492,1
38663,citibank n.a.,impuesto predial,p,pagos web,14,6,6688985,1
38664,citibank n.a.,impuesto predial,p,pagos web,15,0,5006798,2
38665,citibank n.a.,impuesto predial,p,pagos web,15,1,13321472,4
38666,citibank n.a.,impuesto predial,p,pagos web,15,2,7079719,4
38667,citibank n.a.,impuesto predial,p,pagos web,15,3,13092819,10
38668,citibank n.a.,impuesto predial,p,pagos web,15,4,3485598,1
38669,citibank n.a.,impuesto predial,p,pagos web,16,0,11261247,5
38670,citibank n.a.,impuesto predial,p,pagos web,16,1,1230470,1
38671,citibank n.a.,impuesto predial,p,pagos web,16,3,3991251,2
38672,citibank n.a.,impuesto predial,p,pagos web,17,0,14980970,4
38673,citibank n.a.,impuesto predial,p,pagos web,17,1,11081817,3
38674,citibank n.a.,impuesto predial,p,pagos web,17,2,8833364,2
38675,citibank n.a.,impuesto predial,p,pagos web,17,3,7442658,4
38676,citibank n.a.,impuesto predial,p,pagos web,17,5,4332404,1
38677,citibank n.a.,impuesto predial,p,pagos web,18,0,5640886,2
38678,citibank n.a.,impuesto predial,p,pagos web,18,1,7407852,4
38679,citibank n.a.,impuesto predial,p,pagos web,18,2,2505514,3
38680,citibank n.a.,impuesto predial,p,pagos web,18,3,11209469,2
38681,citibank n.a.,impuesto predial,p,pagos web,19,1,17579626,1
38682,citibank n.a.,impuesto predial,p,pagos web,19,2,5796202,2
38683,citibank n.a.,impuesto predial,p,pagos web,19,3,1738383,1
38684,citibank n.a.,impuesto predial,p,pagos web,19,4,11334139,2
38685,citibank n.a.,impuesto predial,p,pagos web,20,0,14841359,8
38686,citibank n.a.,impuesto predial,p,pagos web,20,1,1231664,1
38687,citibank n.a.,impuesto predial,p,pagos web,20,2,6951113,2
38688,citibank n.a.,impuesto predial,p,pagos web,20,3,2313136,2
38689,citibank n.a.,impuesto predial,p,pagos web,20,4,4198106,1
38690,citibank n.a.,impuesto predial,p,pagos web,21,0,941153,2
38691,citibank n.a.,impuesto predial,p,pagos web,21,1,4647724,2
38692,citibank n.a.,impuesto predial,p,pagos web,21,2,4376408,1
38693,citibank n.a.,impuesto predial,p,pagos web,21,4,160174,1
38694,citibank n.a.,impuesto predial,p,pagos web,21,6,15556759,4
38695,citibank n.a.,impuesto predial,p,pagos web,22,0,688844,1
38696,citibank n.a.,impuesto predial,p,pagos web,22,1,8914418,3
38697,citibank n.a.,impuesto predial,p,pagos web,22,2,6135741,1
38698,citibank n.a.,impuesto predial,p,pagos web,22,4,829510,2
38699,citibank n.a.,impuesto predial,p,pagos web,22,6,1923556,1
38700,citibank n.a.,impuesto predial,p,pagos web,23,1,3838662,1
38701,citibank n.a.,impuesto predial,p,pagos web,23,6,324875,1
38702,citibank n.a.,impuesto predial,w,pagos web,9,0,8134766,3
38703,citibank n.a.,impuesto predial,w,pagos web,10,3,298,1
38704,citibank n.a.,impuesto predial,w,pagos web,11,3,4687774,3
38705,citibank n.a.,impuesto predial,w,pagos web,19,1,2485486,3
38706,citibank n.a.,industria y comercio,n,pagos web,11,5,6774041,1
38707,citibank n.a.,industria y comercio,p,pagos web,9,6,94860,1
38708,citibank n.a.,industria y comercio,p,pagos web,10,0,2208072,1
38709,citibank na,facilidades,p,pagos web,9,2,6894873,2
38710,citibank na,facilidades,p,pagos web,13,2,12698022,1
38711,citibank na,impuesto predial,n,pagos web,7,1,3579900,1
38712,citibank na,impuesto predial,n,pagos web,9,0,5757546,4
38713,citibank na,impuesto predial,n,pagos web,10,3,917077,1
38714,citibank na,impuesto predial,p,pagos web,11,1,1228,1
38715,citibank na,impuesto predial,p,pagos web,11,2,6371498,2
38716,citibank na,impuesto predial,p,pagos web,12,0,750349,1
38717,citibank na,impuesto predial,p,pagos web,13,0,725990,1
38718,citibank na,impuesto predial,p,pagos web,13,1,1631188,3
38719,citibank na,impuesto predial,p,pagos web,13,2,543066,1
38720,citibank na,impuesto predial,p,pagos web,13,4,2064,2
38721,citibank na,impuesto predial,p,pagos web,15,6,2706159,1
38722,citibank na,impuesto predial,p,pagos web,16,1,584309,1
38723,citibank na,impuesto predial,p,pagos web,16,4,2660207,2
38724,citibank na,impuesto predial,p,pagos web,17,0,487968,1
38725,citibank na,impuesto predial,p,pagos web,17,3,20732,1
38726,citibank na,impuesto predial,p,pagos web,18,1,1441124,3
38727,citibank na,impuesto predial,p,pagos web,19,1,1208472,1
38728,citibank na,impuesto predial,p,pagos web,19,6,2998247,2
38729,citibank na,impuesto predial,p,pagos web,20,5,533222,1
38730,citibank na,impuesto predial,p,pagos web,23,3,249406,1
38731,citibank privatkunden ag and c,facilidades,p,pagos web,17,1,1738328,1
38732,citibank privatkunden ag and c,impuesto predial,p,pagos web,16,4,423233,1
38733,citibank privatkunden ag and c,impuesto predial,p,pagos web,17,0,6536427,1
38734,citibank privatkunden ag and c,impuesto predial,p,pagos web,21,4,421058,2
38735,"citibank, n.a.",impuesto predial,p,pagos web,6,1,2968681,1
38736,"citibank, n.a.",impuesto predial,p,pagos web,9,2,7407447,3
38737,"citibank, n.a.",impuesto predial,p,pagos web,9,4,3194049,2
38738,"citibank, n.a.",impuesto predial,p,pagos web,10,4,5745841,2
38739,"citibank, n.a.",impuesto predial,p,pagos web,10,5,1875428,1
38740,"citibank, n.a.",impuesto predial,p,pagos web,14,4,2209551,1
38741,"citibank, n.a.",impuesto predial,p,pagos web,18,3,315355,1
38742,"citibank, n.a.",impuesto predial,p,pagos web,18,4,151414,1
38743,"citibank, n.a.",impuesto predial,p,pagos web,18,6,5125622,1
38744,"citibank, n.a.",impuesto predial,p,pagos web,19,2,2031806,1
38745,"citibank, n.a.",impuesto predial,p,pagos web,20,0,1593678,1
38746,"citibank, n.a.",impuesto predial,p,pagos web,21,2,12890608,1
38747,"citibank, n.a.",impuesto predial,p,pagos web,23,1,2968681,1
38748,"citibank, n.a.",impuesto predial,p,pagos web,23,6,288103,1
38749,citigroup pty limited,impuesto predial,p,pagos web,20,3,263201,1
38750,"citizens bank, n.a.",impuesto predial,p,pagos web,15,2,1364184,1
38751,"citizens bank, n.a.",impuesto predial,p,pagos web,21,0,1438575,1
38752,clara,impuesto predial,p,pagos web,14,1,6491812,1
38753,clara,industria y comercio,n,pagos web,11,0,469026,1
38754,clara,industria y comercio,n,pagos web,14,1,23951000,1
38755,clara,industria y comercio,n,pagos web,16,1,45362,1
38756,clara,industria y comercio,p,pagos web,9,2,550334,1
38757,clara,industria y comercio,p,pagos web,10,4,14385000,1
38758,clara,industria y comercio,p,pagos web,11,1,18541000,1
38759,clara,industria y comercio,p,pagos web,13,0,22541000,1
38760,clara,industria y comercio,p,pagos web,14,1,26134000,1
38761,clara,industria y comercio,p,pagos web,14,2,18090500,1
38762,clara,industria y comercio,p,pagos web,15,2,10882472,2
38763,clara,industria y comercio,p,pagos web,16,0,31968000,1
38764,clara,industria y comercio,p,pagos web,17,6,591892,1
38765,clara,industria y comercio,p,pagos web,18,3,21731000,1
38766,clara,industria y comercio,p,pagos web,20,0,1902996,1
38767,clara,industria y comercio,p,pagos web,20,2,2442026,1
38768,clara,retencion ica,p,pagos web,8,0,623000,1
38769,coink s.a.,impuesto predial,n,pagos web,6,4,185261,1
38770,coink s.a.,impuesto predial,n,pagos web,17,2,138559,1
38771,coink s.a.,impuesto predial,p,pagos web,16,1,215540,1
38772,coink s.a.,impuesto predial,p,pagos web,22,2,188699,1
38773,colpatria,alumbrado publico,presencial,pagos presencial,8,1,690981,8
38774,colpatria,alumbrado publico,presencial,pagos presencial,8,2,240000,1
38775,colpatria,alumbrado publico,presencial,pagos presencial,8,3,524668,1
38776,colpatria,alumbrado publico,presencial,pagos presencial,9,0,9874226,16
38777,colpatria,alumbrado publico,presencial,pagos presencial,9,1,66061,2
38778,colpatria,alumbrado publico,presencial,pagos presencial,9,2,306847,6
38779,colpatria,alumbrado publico,presencial,pagos presencial,9,3,359364,5
38780,colpatria,alumbrado publico,presencial,pagos presencial,9,4,176132,4
38781,colpatria,alumbrado publico,presencial,pagos presencial,10,0,154360,6
38782,colpatria,alumbrado publico,presencial,pagos presencial,10,2,82512,2
38783,colpatria,alumbrado publico,presencial,pagos presencial,10,3,2118679,22
38784,colpatria,alumbrado publico,presencial,pagos presencial,10,4,8323434,21
38785,colpatria,alumbrado publico,presencial,pagos presencial,11,0,417737,7
38786,colpatria,alumbrado publico,presencial,pagos presencial,11,1,8611003,11
38787,colpatria,alumbrado publico,presencial,pagos presencial,11,2,48000,1
38788,colpatria,alumbrado publico,presencial,pagos presencial,11,3,9239315,13
38789,colpatria,alumbrado publico,presencial,pagos presencial,11,4,9642117,12
38790,colpatria,alumbrado publico,presencial,pagos presencial,11,5,39099,2
38791,colpatria,alumbrado publico,presencial,pagos presencial,11,6,122366,1
38792,colpatria,alumbrado publico,presencial,pagos presencial,12,0,134330,6
38793,colpatria,alumbrado publico,presencial,pagos presencial,12,1,91573,8
38794,colpatria,alumbrado publico,presencial,pagos presencial,12,2,325196,7
38795,colpatria,alumbrado publico,presencial,pagos presencial,12,3,580000,3
38796,colpatria,alumbrado publico,presencial,pagos presencial,12,4,479565,7
38797,colpatria,alumbrado publico,presencial,pagos presencial,12,5,41535,2
38798,colpatria,alumbrado publico,presencial,pagos presencial,13,0,89000,3
38799,colpatria,alumbrado publico,presencial,pagos presencial,13,1,399021,11
38800,colpatria,alumbrado publico,presencial,pagos presencial,13,2,213277,4
38801,colpatria,alumbrado publico,presencial,pagos presencial,13,3,561140,4
38802,colpatria,alumbrado publico,presencial,pagos presencial,13,4,171260,5
38803,colpatria,alumbrado publico,presencial,pagos presencial,14,0,55641,2
38804,colpatria,alumbrado publico,presencial,pagos presencial,14,1,83102,4
38805,colpatria,alumbrado publico,presencial,pagos presencial,14,2,142398,3
38806,colpatria,alumbrado publico,presencial,pagos presencial,14,3,1899547,10
38807,colpatria,alumbrado publico,presencial,pagos presencial,14,4,464588,8
38808,colpatria,alumbrado publico,presencial,pagos presencial,14,5,77888,1
38809,colpatria,alumbrado publico,presencial,pagos presencial,15,0,15645599,7
38810,colpatria,alumbrado publico,presencial,pagos presencial,15,1,652458,8
38811,colpatria,alumbrado publico,presencial,pagos presencial,15,2,150780,7
38812,colpatria,alumbrado publico,presencial,pagos presencial,15,3,32822405,5
38813,colpatria,alumbrado publico,presencial,pagos presencial,15,4,961562,16
38814,colpatria,alumbrado publico,presencial,pagos presencial,16,0,281256,2
38815,colpatria,alumbrado publico,presencial,pagos presencial,16,2,561307,4
38816,colpatria,alumbrado publico,presencial,pagos presencial,16,3,512462,5
38817,colpatria,alumbrado publico,presencial,pagos presencial,16,4,53385,1
38818,colpatria,alumbrado publico,presencial,pagos presencial,16,5,51154,2
38819,colpatria,alumbrado publico,presencial,pagos presencial,17,0,89277,2
38820,colpatria,alumbrado publico,presencial,pagos presencial,17,1,117218,2
38821,colpatria,alumbrado publico,presencial,pagos presencial,17,2,51285,2
38822,colpatria,alumbrado publico,presencial,pagos presencial,17,3,62594,4
38823,colpatria,alumbrado publico,presencial,pagos presencial,17,4,288464,8
38824,colpatria,alumbrado publico,presencial,pagos presencial,17,5,527865,2
38825,colpatria,alumbrado publico,presencial,pagos presencial,17,6,30207,1
38826,colpatria,alumbrado publico,presencial,pagos presencial,18,0,32800,1
38827,colpatria,alumbrado publico,presencial,pagos presencial,18,1,17200,1
38828,colpatria,alumbrado publico,presencial,pagos presencial,18,2,9133,1
38829,colpatria,alumbrado publico,presencial,pagos presencial,18,3,155200,2
38830,colpatria,alumbrado publico,presencial,pagos presencial,18,4,252000,1
38831,colpatria,alumbrado publico,presencial,pagos presencial,21,3,61023,2
38832,colpatria,alumbrado publico,presencial,pagos presencial,22,3,8283,1
38833,colpatria,aprov.esp.pub,presencial,pagos presencial,11,1,263327,1
38834,colpatria,aprov.esp.pub,presencial,pagos presencial,12,1,67797,1
38835,colpatria,aprov.esp.pub,presencial,pagos presencial,13,0,203391,1
38836,colpatria,aprov.esp.pub,presencial,pagos presencial,16,2,252412,1
38837,colpatria,aprov.esp.pub,presencial,pagos presencial,17,0,252413,1
38838,colpatria,aprov.esp.pub,presencial,pagos presencial,17,1,215184,1
38839,colpatria,aprov.esp.pub,presencial,pagos presencial,17,2,486097,2
38840,colpatria,circulacion y transito,presencial,pagos presencial,8,0,806763,5
38841,colpatria,circulacion y transito,presencial,pagos presencial,8,1,30260,1
38842,colpatria,circulacion y transito,presencial,pagos presencial,8,2,68036,2
38843,colpatria,circulacion y transito,presencial,pagos presencial,8,4,151060,4
38844,colpatria,circulacion y transito,presencial,pagos presencial,8,5,13494,1
38845,colpatria,circulacion y transito,presencial,pagos presencial,9,0,63664,1
38846,colpatria,circulacion y transito,presencial,pagos presencial,9,1,54107,3
38847,colpatria,circulacion y transito,presencial,pagos presencial,9,2,42496,2
38848,colpatria,circulacion y transito,presencial,pagos presencial,9,3,515799,5
38849,colpatria,circulacion y transito,presencial,pagos presencial,9,4,21320,2
38850,colpatria,circulacion y transito,presencial,pagos presencial,9,5,6040,1
38851,colpatria,circulacion y transito,presencial,pagos presencial,10,0,1259078,16
38852,colpatria,circulacion y transito,presencial,pagos presencial,10,1,207669,5
38853,colpatria,circulacion y transito,presencial,pagos presencial,10,2,845173,8
38854,colpatria,circulacion y transito,presencial,pagos presencial,10,3,107280,6
38855,colpatria,circulacion y transito,presencial,pagos presencial,10,4,1302600,27
38856,colpatria,circulacion y transito,presencial,pagos presencial,10,5,149742,3
38857,colpatria,circulacion y transito,presencial,pagos presencial,11,0,412987,6
38858,colpatria,circulacion y transito,presencial,pagos presencial,11,1,935426,9
38859,colpatria,circulacion y transito,presencial,pagos presencial,11,2,80335,4
38860,colpatria,circulacion y transito,presencial,pagos presencial,11,3,311532,12
38861,colpatria,circulacion y transito,presencial,pagos presencial,11,4,714252,14
38862,colpatria,circulacion y transito,presencial,pagos presencial,11,5,311001,2
38863,colpatria,circulacion y transito,presencial,pagos presencial,12,0,195138,3
38864,colpatria,circulacion y transito,presencial,pagos presencial,12,1,28420,1
38865,colpatria,circulacion y transito,presencial,pagos presencial,12,2,93630,4
38866,colpatria,circulacion y transito,presencial,pagos presencial,12,3,179659,4
38867,colpatria,circulacion y transito,presencial,pagos presencial,12,4,253338,2
38868,colpatria,circulacion y transito,presencial,pagos presencial,13,0,99706,3
38869,colpatria,circulacion y transito,presencial,pagos presencial,13,2,130887,5
38870,colpatria,circulacion y transito,presencial,pagos presencial,13,3,980344,6
38871,colpatria,circulacion y transito,presencial,pagos presencial,13,4,64581,3
38872,colpatria,circulacion y transito,presencial,pagos presencial,13,5,48920,2
38873,colpatria,circulacion y transito,presencial,pagos presencial,13,6,35140,1
38874,colpatria,circulacion y transito,presencial,pagos presencial,14,1,43980,1
38875,colpatria,circulacion y transito,presencial,pagos presencial,14,2,187779,3
38876,colpatria,circulacion y transito,presencial,pagos presencial,14,3,271269,8
38877,colpatria,circulacion y transito,presencial,pagos presencial,14,4,911962,15
38878,colpatria,circulacion y transito,presencial,pagos presencial,15,0,157820,9
38879,colpatria,circulacion y transito,presencial,pagos presencial,15,1,132762,3
38880,colpatria,circulacion y transito,presencial,pagos presencial,15,2,271901,4
38881,colpatria,circulacion y transito,presencial,pagos presencial,15,3,578030,4
38882,colpatria,circulacion y transito,presencial,pagos presencial,15,4,828560,5
38883,colpatria,circulacion y transito,presencial,pagos presencial,15,5,35180,1
38884,colpatria,circulacion y transito,presencial,pagos presencial,16,0,82330,4
38885,colpatria,circulacion y transito,presencial,pagos presencial,16,1,25100,1
38886,colpatria,circulacion y transito,presencial,pagos presencial,16,2,710268,14
38887,colpatria,circulacion y transito,presencial,pagos presencial,16,3,174848,3
38888,colpatria,circulacion y transito,presencial,pagos presencial,16,4,233977,9
38889,colpatria,circulacion y transito,presencial,pagos presencial,16,5,56159,1
38890,colpatria,circulacion y transito,presencial,pagos presencial,17,0,44698,1
38891,colpatria,circulacion y transito,presencial,pagos presencial,17,2,29858,2
38892,colpatria,circulacion y transito,presencial,pagos presencial,17,3,24680,1
38893,colpatria,circulacion y transito,presencial,pagos presencial,17,4,717970,14
38894,colpatria,circulacion y transito,presencial,pagos presencial,18,1,7880,1
