Banco;Contrato;Origen;Tipo archivo recaudo;Hora;Dia semana;Total recaudo;Total transacciones
bbva;alumbrado publico;presencial;pagos presencial;10;1;7202235;4
bbva;alumbrado publico;presencial;pagos presencial;10;2;11273836;4
bbva;alumbrado publico;presencial;pagos presencial;10;3;7183568;23
bbva;alumbrado publico;presencial;pagos presencial;10;4;1744882;7
bbva;alumbrado publico;presencial;pagos presencial;11;0;658340;6
bbva;alumbrado publico;presencial;pagos presencial;11;1;1269087;5
bbva;alumbrado publico;presencial;pagos presencial;11;2;3543491;2
bbva;alumbrado publico;presencial;pagos presencial;11;3;137682;1
bbva;alumbrado publico;presencial;pagos presencial;11;4;3513053;1
bbva;alumbrado publico;presencial;pagos presencial;12;4;2027830;3
bbva;alumbrado publico;presencial;pagos presencial;13;0;18885257;4
bbva;alumbrado publico;presencial;pagos presencial;13;4;3513053;1
bbva;alumbrado publico;presencial;pagos presencial;14;0;543431;7
bbva;alumbrado publico;presencial;pagos presencial;14;1;691882;3
bbva;alumbrado publico;presencial;pagos presencial;14;2;4211501;11
bbva;alumbrado publico;presencial;pagos presencial;14;3;4908164;5
bbva;alumbrado publico;presencial;pagos presencial;14;4;6708202;6
bbva;alumbrado publico;presencial;pagos presencial;15;0;5403337;13
bbva;alumbrado publico;presencial;pagos presencial;15;1;712600;7
bbva;alumbrado publico;presencial;pagos presencial;15;2;1836253;16
bbva;alumbrado publico;presencial;pagos presencial;15;3;1002117;13
bbva;alumbrado publico;presencial;pagos presencial;15;4;480000;4
bbva;alumbrado publico;presencial;pagos presencial;16;0;1482607;3
bbva;alumbrado publico;presencial;pagos presencial;16;1;1577000;10
bbva;alumbrado publico;presencial;pagos presencial;16;2;2106704;18
bbva;alumbrado publico;presencial;pagos presencial;16;3;185205;2
bbva;alumbrado publico;presencial;pagos presencial;16;4;35724;1
bbva;alumbrado publico;presencial;pagos presencial;17;2;187165;2
bbva;aprov.esp.pub;presencial;pagos presencial;10;0;38676;1
bbva;aprov.esp.pub;presencial;pagos presencial;10;1;164813;1
bbva;aprov.esp.pub;presencial;pagos presencial;10;2;166060;1
bbva;aprov.esp.pub;presencial;pagos presencial;10;3;84671;1
bbva;aprov.esp.pub;presencial;pagos presencial;10;4;442738;2
bbva;aprov.esp.pub;presencial;pagos presencial;11;1;186528;1
bbva;aprov.esp.pub;presencial;pagos presencial;13;4;2094911;1
bbva;aprov.esp.pub;presencial;pagos presencial;14;1;272834;2
bbva;aprov.esp.pub;presencial;pagos presencial;14;2;177208;1
bbva;aprov.esp.pub;presencial;pagos presencial;14;4;1370742;2
bbva;aprov.esp.pub;presencial;pagos presencial;15;0;429988;2
bbva;aprov.esp.pub;presencial;pagos presencial;15;1;214994;1
bbva;aprov.esp.pub;presencial;pagos presencial;15;3;279792;1
bbva;aprov.esp.pub;presencial;pagos presencial;16;2;921239;1
bbva;circulacion y transito;a;pagos web;13;3;13158;2
bbva;circulacion y transito;a;pagos web;15;5;16560;1
bbva;circulacion y transito;p;pagos web;8;1;48220;1
bbva;circulacion y transito;p;pagos web;10;5;33304;1
bbva;circulacion y transito;p;pagos web;11;1;57282;2
bbva;circulacion y transito;p;pagos web;13;0;13899;1
bbva;circulacion y transito;p;pagos web;13;2;39129;1
bbva;circulacion y transito;p;pagos web;13;3;15020;1
bbva;circulacion y transito;p;pagos web;14;2;39129;1
bbva;circulacion y transito;p;pagos web;14;5;27692;1
bbva;circulacion y transito;p;pagos web;14;6;11300;1
bbva;circulacion y transito;p;pagos web;15;6;12520;1
bbva;circulacion y transito;p;pagos web;16;0;51300;3
bbva;circulacion y transito;p;pagos web;18;2;55500;1
bbva;circulacion y transito;p;pagos web;19;5;6040;1
bbva;circulacion y transito;presencial;pagos presencial;7;0;13580;1
bbva;circulacion y transito;presencial;pagos presencial;7;2;4719000;11
bbva;circulacion y transito;presencial;pagos presencial;7;3;2004600;4
bbva;circulacion y transito;presencial;pagos presencial;8;0;387666;8
bbva;circulacion y transito;presencial;pagos presencial;8;1;135516;3
bbva;circulacion y transito;presencial;pagos presencial;8;2;679305;9
bbva;circulacion y transito;presencial;pagos presencial;8;3;6172682;22
bbva;circulacion y transito;presencial;pagos presencial;8;4;516206;14
bbva;circulacion y transito;presencial;pagos presencial;9;0;911015;19
bbva;circulacion y transito;presencial;pagos presencial;9;1;10797532;38
bbva;circulacion y transito;presencial;pagos presencial;9;2;1650127;6
bbva;circulacion y transito;presencial;pagos presencial;9;3;1683392;12
bbva;circulacion y transito;presencial;pagos presencial;9;4;1424421;18
bbva;circulacion y transito;presencial;pagos presencial;10;0;5596113;26
bbva;circulacion y transito;presencial;pagos presencial;10;1;17447570;41
bbva;circulacion y transito;presencial;pagos presencial;10;2;1308113;23
bbva;circulacion y transito;presencial;pagos presencial;10;3;290421;8
bbva;circulacion y transito;presencial;pagos presencial;10;4;439344;16
bbva;circulacion y transito;presencial;pagos presencial;11;0;6525048;17
bbva;circulacion y transito;presencial;pagos presencial;11;1;9063475;60
bbva;circulacion y transito;presencial;pagos presencial;11;2;2398106;25
bbva;circulacion y transito;presencial;pagos presencial;11;3;1161497;31
bbva;circulacion y transito;presencial;pagos presencial;11;4;908640;12
bbva;circulacion y transito;presencial;pagos presencial;12;1;13757;1
bbva;circulacion y transito;presencial;pagos presencial;12;2;3219120;6
bbva;circulacion y transito;presencial;pagos presencial;13;0;32019;2
bbva;circulacion y transito;presencial;pagos presencial;13;1;14360;1
bbva;circulacion y transito;presencial;pagos presencial;13;2;604769;2
bbva;circulacion y transito;presencial;pagos presencial;13;3;1656625;12
bbva;circulacion y transito;presencial;pagos presencial;14;0;375810;9
bbva;circulacion y transito;presencial;pagos presencial;14;1;1362284;25
bbva;circulacion y transito;presencial;pagos presencial;14;2;2688153;27
bbva;circulacion y transito;presencial;pagos presencial;14;3;7036825;49
bbva;circulacion y transito;presencial;pagos presencial;14;4;4533518;19
bbva;circulacion y transito;presencial;pagos presencial;15;0;948552;13
bbva;circulacion y transito;presencial;pagos presencial;15;1;10214369;35
bbva;circulacion y transito;presencial;pagos presencial;15;2;12738524;34
bbva;circulacion y transito;presencial;pagos presencial;15;3;6825221;45
bbva;circulacion y transito;presencial;pagos presencial;15;4;29719693;80
bbva;circulacion y transito;presencial;pagos presencial;16;0;562827;9
bbva;circulacion y transito;presencial;pagos presencial;16;1;1041610;7
bbva;circulacion y transito;presencial;pagos presencial;16;2;8671776;25
bbva;circulacion y transito;presencial;pagos presencial;16;3;8887218;29
bbva;circulacion y transito;presencial;pagos presencial;16;4;14369262;39
bbva;circulacion y transito;presencial;pagos presencial;17;0;24984180;30
bbva;circulacion y transito;presencial;pagos presencial;17;2;6780300;9
bbva;circulacion y transito;presencial;pagos presencial;17;4;18720;1
bbva;cuotas partes jubilatorias;presencial;pagos presencial;8;3;424671;1
bbva;cuotas partes jubilatorias;presencial;pagos presencial;14;4;138227846;1
bbva;delineacion urbana;n;pagos web;21;1;176000;1
bbva;delineacion urbana;p;pagos web;12;1;114000;1
bbva;delineacion urbana;p;pagos web;13;3;326000;1
bbva;delineacion urbana;presencial;pagos presencial;8;0;3794540;2
bbva;delineacion urbana;presencial;pagos presencial;8;1;81000;1
bbva;delineacion urbana;presencial;pagos presencial;8;3;6110000;1
bbva;delineacion urbana;presencial;pagos presencial;9;0;1542790;2
bbva;delineacion urbana;presencial;pagos presencial;9;1;1758730;2
bbva;delineacion urbana;presencial;pagos presencial;9;2;7948000;2
bbva;delineacion urbana;presencial;pagos presencial;9;3;558444220;4
bbva;delineacion urbana;presencial;pagos presencial;9;4;135000;1
bbva;delineacion urbana;presencial;pagos presencial;10;0;15149000;3
bbva;delineacion urbana;presencial;pagos presencial;10;1;4352760;2
bbva;delineacion urbana;presencial;pagos presencial;10;2;188320;1
bbva;delineacion urbana;presencial;pagos presencial;10;3;4754241;3
bbva;delineacion urbana;presencial;pagos presencial;10;4;70000;1
bbva;delineacion urbana;presencial;pagos presencial;11;0;2911000;1
bbva;delineacion urbana;presencial;pagos presencial;11;2;5023000;2
bbva;delineacion urbana;presencial;pagos presencial;12;2;1124000;1
bbva;delineacion urbana;presencial;pagos presencial;12;4;941000;1
bbva;delineacion urbana;presencial;pagos presencial;14;0;447246000;1
bbva;delineacion urbana;presencial;pagos presencial;14;2;2894000;2
bbva;delineacion urbana;presencial;pagos presencial;14;3;25638000;3
bbva;delineacion urbana;presencial;pagos presencial;14;4;771668000;4
bbva;delineacion urbana;presencial;pagos presencial;15;0;2339000;1
bbva;delineacion urbana;presencial;pagos presencial;15;1;528000;1
bbva;delineacion urbana;presencial;pagos presencial;15;3;50003000;1
bbva;delineacion urbana;presencial;pagos presencial;15;4;223000;1
bbva;delineacion urbana;presencial;pagos presencial;16;0;7577000;3
bbva;delineacion urbana;presencial;pagos presencial;16;1;29186110;5
bbva;delineacion urbana;presencial;pagos presencial;16;2;11421000;1
bbva;delineacion urbana;presencial;pagos presencial;16;3;39430860;2
bbva;delineacion urbana;presencial;pagos presencial;16;4;236000;1
bbva;delineacion urbana;presencial;pagos presencial;17;0;16700000;1
bbva;delineacion urbana;presencial;pagos presencial;17;4;4704000;1
bbva;delineacion urbana;presencial;pagos presencial;18;3;20882000;1
bbva;espectaculos publicos;presencial;pagos presencial;9;4;888275;1
bbva;espectaculos publicos;presencial;pagos presencial;10;2;1693793;1
bbva;espectaculos publicos;presencial;pagos presencial;10;3;3592414;1
bbva;espectaculos publicos;presencial;pagos presencial;10;4;447586;1
bbva;espectaculos publicos;presencial;pagos presencial;11;2;4314483;1
bbva;espectaculos publicos;presencial;pagos presencial;11;4;800691;2
bbva;espectaculos publicos;presencial;pagos presencial;14;4;1013104;1
bbva;espectaculos publicos;presencial;pagos presencial;15;0;495252;1
bbva;espectaculos publicos;presencial;pagos presencial;16;1;3408965;1
bbva;estampilla procultura;presencial;pagos presencial;14;1;1565000;1
bbva;estampilla procultura;presencial;pagos presencial;14;2;3253000;1
bbva;estampilla procultura;presencial;pagos presencial;16;3;9253000;1
bbva;facilidades;a;pagos web;8;4;92488;1
bbva;facilidades;a;pagos web;10;3;1128438;1
bbva;facilidades;a;pagos web;10;5;1200657;1
bbva;facilidades;a;pagos web;12;3;2844409;1
bbva;facilidades;a;pagos web;15;0;92488;1
bbva;facilidades;a;pagos web;20;1;1539076;1
bbva;facilidades;a;pagos web;21;4;92488;1
bbva;facilidades;n;pagos web;9;0;1473415;1
bbva;facilidades;n;pagos web;9;5;495494;1
bbva;facilidades;n;pagos web;13;3;358361;1
bbva;facilidades;n;pagos web;14;0;228294;1
bbva;facilidades;p;pagos web;0;3;209714;1
bbva;facilidades;p;pagos web;4;1;146333;1
bbva;facilidades;p;pagos web;5;4;165482;1
bbva;facilidades;p;pagos web;5;5;1478799;2
bbva;facilidades;p;pagos web;6;4;5141285;2
bbva;facilidades;p;pagos web;6;5;243683;1
bbva;facilidades;p;pagos web;7;5;3944371;1
bbva;facilidades;p;pagos web;8;0;183334;1
bbva;facilidades;p;pagos web;8;1;940742;1
bbva;facilidades;p;pagos web;8;3;994399;2
bbva;facilidades;p;pagos web;8;4;9580362;3
bbva;facilidades;p;pagos web;8;5;4231595;2
bbva;facilidades;p;pagos web;9;1;11851978;8
bbva;facilidades;p;pagos web;9;2;3791982;3
bbva;facilidades;p;pagos web;9;3;3216575;5
bbva;facilidades;p;pagos web;9;4;1592504;2
bbva;facilidades;p;pagos web;9;5;1113441;3
bbva;facilidades;p;pagos web;9;6;439087;1
bbva;facilidades;p;pagos web;10;0;12322488;5
bbva;facilidades;p;pagos web;10;1;12862210;3
bbva;facilidades;p;pagos web;10;2;6385677;6
bbva;facilidades;p;pagos web;10;3;7054364;2
bbva;facilidades;p;pagos web;10;4;12099607;5
bbva;facilidades;p;pagos web;10;5;3050742;2
bbva;facilidades;p;pagos web;11;0;13115771;3
bbva;facilidades;p;pagos web;11;1;4966374;1
bbva;facilidades;p;pagos web;11;2;3024913;1
bbva;facilidades;p;pagos web;11;3;1404406;1
bbva;facilidades;p;pagos web;11;4;936973;3
bbva;facilidades;p;pagos web;11;5;1556627;2
bbva;facilidades;p;pagos web;11;6;207800;1
bbva;facilidades;p;pagos web;12;0;41049;1
bbva;facilidades;p;pagos web;12;1;3478637;3
bbva;facilidades;p;pagos web;12;2;4591524;2
bbva;facilidades;p;pagos web;12;3;2737803;3
bbva;facilidades;p;pagos web;12;4;845904;2
bbva;facilidades;p;pagos web;12;5;1731553;2
bbva;facilidades;p;pagos web;13;0;3220363;1
bbva;facilidades;p;pagos web;13;1;400430;1
bbva;facilidades;p;pagos web;13;2;2546938;2
bbva;facilidades;p;pagos web;13;3;1607588;2
bbva;facilidades;p;pagos web;13;5;6499088;2
bbva;facilidades;p;pagos web;14;0;502345;2
bbva;facilidades;p;pagos web;14;1;584906;2
bbva;facilidades;p;pagos web;14;2;1574530;2
bbva;facilidades;p;pagos web;14;4;3851810;5
bbva;facilidades;p;pagos web;14;5;344699;2
bbva;facilidades;p;pagos web;15;0;1264944;2
bbva;facilidades;p;pagos web;15;3;2681415;3
bbva;facilidades;p;pagos web;15;4;3821135;3
bbva;facilidades;p;pagos web;15;5;221275;1
bbva;facilidades;p;pagos web;16;0;10177592;3
bbva;facilidades;p;pagos web;16;1;10612837;2
bbva;facilidades;p;pagos web;16;2;53748;1
bbva;facilidades;p;pagos web;16;3;351249;2
bbva;facilidades;p;pagos web;16;4;1434770;1
bbva;facilidades;p;pagos web;16;5;665286;1
bbva;facilidades;p;pagos web;17;0;780904;1
bbva;facilidades;p;pagos web;17;1;1283961;1
bbva;facilidades;p;pagos web;17;2;939626;2
bbva;facilidades;p;pagos web;17;3;22570687;7
bbva;facilidades;p;pagos web;17;4;512805;1
bbva;facilidades;p;pagos web;17;5;235445;1
bbva;facilidades;p;pagos web;17;6;2133065;2
bbva;facilidades;p;pagos web;18;0;8760294;2
bbva;facilidades;p;pagos web;18;1;3945680;3
bbva;facilidades;p;pagos web;18;3;4326578;3
bbva;facilidades;p;pagos web;18;4;802386;1
bbva;facilidades;p;pagos web;18;5;350863;2
bbva;facilidades;p;pagos web;18;6;10943124;1
bbva;facilidades;p;pagos web;19;1;575836;1
bbva;facilidades;p;pagos web;19;2;1874565;1
bbva;facilidades;p;pagos web;19;3;938745;2
bbva;facilidades;p;pagos web;19;4;7436881;5
bbva;facilidades;p;pagos web;19;6;5857874;1
bbva;facilidades;p;pagos web;20;0;3629130;1
bbva;facilidades;p;pagos web;20;2;8473454;5
bbva;facilidades;p;pagos web;20;3;2850004;3
bbva;facilidades;p;pagos web;20;4;1051854;2
bbva;facilidades;p;pagos web;20;5;626649;1
bbva;facilidades;p;pagos web;20;6;235688;1
bbva;facilidades;p;pagos web;21;0;455776;1
bbva;facilidades;p;pagos web;21;1;4885626;3
bbva;facilidades;p;pagos web;21;2;836753;1
bbva;facilidades;p;pagos web;21;3;2691887;3
bbva;facilidades;p;pagos web;21;4;141946;1
bbva;facilidades;p;pagos web;21;6;956085;1
bbva;facilidades;p;pagos web;22;1;708321;3
bbva;facilidades;p;pagos web;22;3;2230969;1
bbva;facilidades;p;pagos web;22;4;240443;1
bbva;facilidades;p;pagos web;22;5;2350482;1
bbva;facilidades;p;pagos web;23;0;2152335;1
bbva;facilidades;p;pagos web;23;3;3155132;1
bbva;facilidades;p;pagos web;23;4;74519;1
bbva;impuesto predial;a;pagos web;0;4;116332;1
bbva;impuesto predial;a;pagos web;1;3;1405980;1
bbva;impuesto predial;a;pagos web;2;4;99578;2
bbva;impuesto predial;a;pagos web;4;3;589411;1
bbva;impuesto predial;a;pagos web;5;0;2155246;1
bbva;impuesto predial;a;pagos web;5;4;463448;1
bbva;impuesto predial;a;pagos web;5;5;4046946;1
bbva;impuesto predial;a;pagos web;6;0;9095657;2
bbva;impuesto predial;a;pagos web;6;3;674288;2
bbva;impuesto predial;a;pagos web;6;5;423589;1
bbva;impuesto predial;a;pagos web;7;0;2277693;3
bbva;impuesto predial;a;pagos web;7;1;868441;1
bbva;impuesto predial;a;pagos web;7;2;936349;3
bbva;impuesto predial;a;pagos web;7;3;272863;1
bbva;impuesto predial;a;pagos web;7;4;3240151;3
bbva;impuesto predial;a;pagos web;7;5;280907;1
bbva;impuesto predial;a;pagos web;7;6;1031930;1
bbva;impuesto predial;a;pagos web;8;0;4370036;6
bbva;impuesto predial;a;pagos web;8;1;1160206;6
bbva;impuesto predial;a;pagos web;8;2;1163769;4
bbva;impuesto predial;a;pagos web;8;3;12040339;6
bbva;impuesto predial;a;pagos web;8;4;746719;3
bbva;impuesto predial;a;pagos web;8;5;2707467;4
bbva;impuesto predial;a;pagos web;8;6;1047876;2
bbva;impuesto predial;a;pagos web;9;0;5856093;8
bbva;impuesto predial;a;pagos web;9;1;408404;2
bbva;impuesto predial;a;pagos web;9;2;1273659;3
bbva;impuesto predial;a;pagos web;9;3;4575287;2
bbva;impuesto predial;a;pagos web;9;4;1819789;6
bbva;impuesto predial;a;pagos web;9;5;682797;1
bbva;impuesto predial;a;pagos web;9;6;1739199;2
bbva;impuesto predial;a;pagos web;10;0;8287300;5
bbva;impuesto predial;a;pagos web;10;1;2179095;4
bbva;impuesto predial;a;pagos web;10;2;2297513;12
bbva;impuesto predial;a;pagos web;10;3;2427915;4
bbva;impuesto predial;a;pagos web;10;4;1195509;3
bbva;impuesto predial;a;pagos web;10;5;1901017;3
bbva;impuesto predial;a;pagos web;10;6;469091;2
bbva;impuesto predial;a;pagos web;11;0;5435558;10
bbva;impuesto predial;a;pagos web;11;1;2801510;5
bbva;impuesto predial;a;pagos web;11;2;3915448;3
bbva;impuesto predial;a;pagos web;11;3;992358;1
bbva;impuesto predial;a;pagos web;11;4;7834132;9
bbva;impuesto predial;a;pagos web;11;5;768135;2
bbva;impuesto predial;a;pagos web;11;6;2642531;5
bbva;impuesto predial;a;pagos web;12;0;8823582;9
bbva;impuesto predial;a;pagos web;12;1;1113277;4
bbva;impuesto predial;a;pagos web;12;2;1869280;6
bbva;impuesto predial;a;pagos web;12;3;1604527;5
bbva;impuesto predial;a;pagos web;12;4;1637617;2
bbva;impuesto predial;a;pagos web;13;0;6951957;4
bbva;impuesto predial;a;pagos web;13;1;1047419;3
bbva;impuesto predial;a;pagos web;13;2;1088064;3
bbva;impuesto predial;a;pagos web;13;3;149024;2
bbva;impuesto predial;a;pagos web;13;4;4196685;1
bbva;impuesto predial;a;pagos web;13;5;5665948;4
bbva;impuesto predial;a;pagos web;13;6;87597;1
bbva;impuesto predial;a;pagos web;14;1;2254546;4
bbva;impuesto predial;a;pagos web;14;2;8239290;8
bbva;impuesto predial;a;pagos web;14;3;2536633;2
bbva;impuesto predial;a;pagos web;14;4;2635088;7
bbva;impuesto predial;a;pagos web;14;5;5644094;3
bbva;impuesto predial;a;pagos web;14;6;252223;3
bbva;impuesto predial;a;pagos web;15;0;1764174;3
bbva;impuesto predial;a;pagos web;15;1;6317321;3
bbva;impuesto predial;a;pagos web;15;2;1691810;4
bbva;impuesto predial;a;pagos web;15;3;1224313;2
bbva;impuesto predial;a;pagos web;15;4;977345;3
bbva;impuesto predial;a;pagos web;15;5;5319472;4
bbva;impuesto predial;a;pagos web;15;6;1900528;4
bbva;impuesto predial;a;pagos web;16;0;561531;2
bbva;impuesto predial;a;pagos web;16;1;2333280;6
bbva;impuesto predial;a;pagos web;16;2;5127360;7
bbva;impuesto predial;a;pagos web;16;3;8601749;5
bbva;impuesto predial;a;pagos web;16;4;1102460;2
bbva;impuesto predial;a;pagos web;16;5;626332;2
bbva;impuesto predial;a;pagos web;16;6;4823571;5
bbva;impuesto predial;a;pagos web;17;0;1749541;7
bbva;impuesto predial;a;pagos web;17;2;7128855;4
bbva;impuesto predial;a;pagos web;17;3;3198294;3
bbva;impuesto predial;a;pagos web;17;4;2839313;5
bbva;impuesto predial;a;pagos web;17;5;638377;2
bbva;impuesto predial;a;pagos web;17;6;1122133;4
bbva;impuesto predial;a;pagos web;18;0;2459134;3
bbva;impuesto predial;a;pagos web;18;1;557536;1
bbva;impuesto predial;a;pagos web;18;2;400810;3
bbva;impuesto predial;a;pagos web;18;3;10892593;3
bbva;impuesto predial;a;pagos web;18;4;225028;2
bbva;impuesto predial;a;pagos web;18;5;725973;1
bbva;impuesto predial;a;pagos web;18;6;1507176;5
bbva;impuesto predial;a;pagos web;19;1;26063549;6
bbva;impuesto predial;a;pagos web;19;2;889825;3
bbva;impuesto predial;a;pagos web;19;3;4014728;3
bbva;impuesto predial;a;pagos web;19;4;664644;3
bbva;impuesto predial;a;pagos web;19;5;795805;1
bbva;impuesto predial;a;pagos web;19;6;881390;2
bbva;impuesto predial;a;pagos web;20;0;6555280;7
bbva;impuesto predial;a;pagos web;20;1;1545145;4
bbva;impuesto predial;a;pagos web;20;2;2491833;4
bbva;impuesto predial;a;pagos web;20;4;22;1
bbva;impuesto predial;a;pagos web;20;5;2036327;3
bbva;impuesto predial;a;pagos web;20;6;1172090;3
bbva;impuesto predial;a;pagos web;21;0;9943534;9
bbva;impuesto predial;a;pagos web;21;1;393543;3
bbva;impuesto predial;a;pagos web;21;2;3482434;6
bbva;impuesto predial;a;pagos web;21;3;2008663;4
bbva;impuesto predial;a;pagos web;21;4;1974202;2
bbva;impuesto predial;a;pagos web;21;5;9496990;5
bbva;impuesto predial;a;pagos web;21;6;1470312;2
bbva;impuesto predial;a;pagos web;22;0;1820796;3
bbva;impuesto predial;a;pagos web;22;1;881693;1
bbva;impuesto predial;a;pagos web;22;2;307525;2
bbva;impuesto predial;a;pagos web;22;3;140255;1
bbva;impuesto predial;a;pagos web;22;5;82110;1
bbva;impuesto predial;a;pagos web;22;6;508702;1
bbva;impuesto predial;a;pagos web;23;0;1097942;1
bbva;impuesto predial;a;pagos web;23;3;1435846;1
bbva;impuesto predial;a;pagos web;23;5;2540706;1
bbva;impuesto predial;n;pagos web;0;2;67851;1
bbva;impuesto predial;n;pagos web;4;5;134841;1
bbva;impuesto predial;n;pagos web;6;0;718274;1
bbva;impuesto predial;n;pagos web;6;1;826370;1
bbva;impuesto predial;n;pagos web;6;3;771868;1
bbva;impuesto predial;n;pagos web;7;0;1863180;3
bbva;impuesto predial;n;pagos web;7;1;152968;1
bbva;impuesto predial;n;pagos web;7;2;3670842;5
bbva;impuesto predial;n;pagos web;7;3;343310;2
bbva;impuesto predial;n;pagos web;7;6;559261;1
bbva;impuesto predial;n;pagos web;8;0;1472279;3
bbva;impuesto predial;n;pagos web;8;1;1526170;3
bbva;impuesto predial;n;pagos web;8;2;144477;1
bbva;impuesto predial;n;pagos web;8;3;401774;1
bbva;impuesto predial;n;pagos web;8;4;1103235;1
bbva;impuesto predial;n;pagos web;8;5;239883;1
bbva;impuesto predial;n;pagos web;8;6;647368;1
bbva;impuesto predial;n;pagos web;9;0;3036092;6
bbva;impuesto predial;n;pagos web;9;1;2649817;3
bbva;impuesto predial;n;pagos web;9;2;932006;2
bbva;impuesto predial;n;pagos web;9;3;199573;1
bbva;impuesto predial;n;pagos web;9;4;718571;2
bbva;impuesto predial;n;pagos web;9;6;348275;2
bbva;impuesto predial;n;pagos web;10;0;368832;3
bbva;impuesto predial;n;pagos web;10;1;298831;1
bbva;impuesto predial;n;pagos web;10;2;4125120;4
bbva;impuesto predial;n;pagos web;10;3;966844;3
bbva;impuesto predial;n;pagos web;10;4;2606884;2
bbva;impuesto predial;n;pagos web;11;0;5321877;6
bbva;impuesto predial;n;pagos web;11;1;2894441;1
bbva;impuesto predial;n;pagos web;11;2;121948;1
bbva;impuesto predial;n;pagos web;11;3;9042270;4
bbva;impuesto predial;n;pagos web;11;6;2217569;2
bbva;impuesto predial;n;pagos web;12;0;780085;2
bbva;impuesto predial;n;pagos web;12;2;1971271;3
bbva;impuesto predial;n;pagos web;12;3;856135;2
bbva;impuesto predial;n;pagos web;12;4;1791957;1
bbva;impuesto predial;n;pagos web;12;5;574930;1
bbva;impuesto predial;n;pagos web;13;0;11870791;8
bbva;impuesto predial;n;pagos web;13;1;3466885;2
bbva;impuesto predial;n;pagos web;13;2;379282;1
bbva;impuesto predial;n;pagos web;13;3;7457940;5
bbva;impuesto predial;n;pagos web;13;5;2285556;1
bbva;impuesto predial;n;pagos web;14;0;2971698;5
bbva;impuesto predial;n;pagos web;14;1;3712338;4
bbva;impuesto predial;n;pagos web;14;2;935781;2
bbva;impuesto predial;n;pagos web;14;3;336300;1
bbva;impuesto predial;n;pagos web;14;4;3047183;2
bbva;impuesto predial;n;pagos web;14;5;2962443;5
bbva;impuesto predial;n;pagos web;14;6;644225;3
bbva;impuesto predial;n;pagos web;15;0;2427649;3
bbva;impuesto predial;n;pagos web;15;1;6357408;5
bbva;impuesto predial;n;pagos web;15;2;577355;2
bbva;impuesto predial;n;pagos web;15;3;5258041;3
bbva;impuesto predial;n;pagos web;15;4;5167034;3
bbva;impuesto predial;n;pagos web;15;6;1006509;3
bbva;impuesto predial;n;pagos web;16;0;301012;2
bbva;impuesto predial;n;pagos web;16;1;1046105;2
bbva;impuesto predial;n;pagos web;16;2;863639;3
bbva;impuesto predial;n;pagos web;16;3;1980774;3
bbva;impuesto predial;n;pagos web;16;5;515221;3
bbva;impuesto predial;n;pagos web;16;6;92149;1
bbva;impuesto predial;n;pagos web;17;0;4708948;4
bbva;impuesto predial;n;pagos web;17;1;781758;1
bbva;impuesto predial;n;pagos web;17;2;13838585;3
bbva;impuesto predial;n;pagos web;17;4;5120499;4
bbva;impuesto predial;n;pagos web;17;5;1758498;1
bbva;impuesto predial;n;pagos web;17;6;382009;1
bbva;impuesto predial;n;pagos web;18;1;2144809;4
bbva;impuesto predial;n;pagos web;18;2;1506567;2
bbva;impuesto predial;n;pagos web;18;3;1979109;2
bbva;impuesto predial;n;pagos web;18;4;2463907;2
bbva;impuesto predial;n;pagos web;18;5;1846356;1
bbva;impuesto predial;n;pagos web;18;6;1721548;1
bbva;impuesto predial;n;pagos web;19;0;2470970;3
bbva;impuesto predial;n;pagos web;19;1;4202446;3
bbva;impuesto predial;n;pagos web;19;3;984899;5
bbva;impuesto predial;n;pagos web;19;4;217365;1
bbva;impuesto predial;n;pagos web;19;6;3414149;6
bbva;impuesto predial;n;pagos web;20;0;25674850;4
bbva;impuesto predial;n;pagos web;20;1;3223322;3
bbva;impuesto predial;n;pagos web;20;2;1246479;3
bbva;impuesto predial;n;pagos web;20;3;750753;3
bbva;impuesto predial;n;pagos web;20;5;336019;1
bbva;impuesto predial;n;pagos web;21;0;777143;2
bbva;impuesto predial;n;pagos web;21;1;1673898;2
bbva;impuesto predial;n;pagos web;21;2;9642977;10
bbva;impuesto predial;n;pagos web;21;3;454115;1
bbva;impuesto predial;n;pagos web;21;4;280782;3
bbva;impuesto predial;n;pagos web;21;6;1147555;2
bbva;impuesto predial;n;pagos web;22;1;1267994;1
bbva;impuesto predial;n;pagos web;22;3;995586;1
bbva;impuesto predial;n;pagos web;22;5;1280688;1
bbva;impuesto predial;n;pagos web;23;0;469607;1
bbva;impuesto predial;n;pagos web;23;1;238029;1
bbva;impuesto predial;n;pagos web;23;5;2324469;1
bbva;impuesto predial;n;pagos web;23;6;3144500;1
bbva;impuesto predial;p;pagos web;0;0;1729907;4
bbva;impuesto predial;p;pagos web;0;1;1734716;4
bbva;impuesto predial;p;pagos web;0;2;2562791;5
bbva;impuesto predial;p;pagos web;0;3;2309781;2
bbva;impuesto predial;p;pagos web;0;4;3864021;2
bbva;impuesto predial;p;pagos web;0;5;2875042;3
bbva;impuesto predial;p;pagos web;0;6;2640398;4
bbva;impuesto predial;p;pagos web;1;1;568422;1
bbva;impuesto predial;p;pagos web;1;2;369695;1
bbva;impuesto predial;p;pagos web;1;3;276627;2
bbva;impuesto predial;p;pagos web;1;5;3812245;2
bbva;impuesto predial;p;pagos web;1;6;1057594;1
