Banco;Contrato;Origen;Tipo archivo recaudo;Hora;Dia semana;Total recaudo;Total transacciones
abu dhabi commercial bank;impuesto predial;n;pagos web;15;5;3958629;1
abu dhabi commercial bank;impuesto predial;p;pagos web;5;5;968443;3
abu dhabi commercial bank;impuesto predial;p;pagos web;6;3;224933;1
abu dhabi commercial bank;impuesto predial;p;pagos web;9;4;603544;2
abu dhabi commercial bank;impuesto predial;p;pagos web;10;3;905316;3
abu dhabi commercial bank;impuesto predial;p;pagos web;11;3;301772;1
abu dhabi commercial bank;impuesto predial;p;pagos web;14;2;3135853;1
abu dhabi commercial bank;impuesto predial;p;pagos web;0;2;41332;1
abu dhabi commercial bank;impuesto predial;p;pagos web;5;3;3304610;1
advancial f.c.u.;impuesto predial;p;pagos web;11;1;3436960;2
aec mexico sa de cv - gstar co;impuesto predial;n;pagos web;22;6;11886119;1
aec mexico sa de cv - gstar co;impuesto predial;p;pagos web;12;4;1568593;1
aec mexico sa de cv - gstar co;impuesto predial;p;pagos web;16;0;7378060;1
aec mexico sa de cv - gstar co;impuesto predial;p;pagos web;21;3;1586489;1
aeromexico;impuesto predial;p;pagos web;16;4;12214674;1
allied irish banks plc;impuesto predial;p;pagos web;18;2;15182836;1
altra f.c.u.;impuesto predial;n;pagos web;0;3;1390550;1
american airlines f.c.u.;impuesto predial;p;pagos web;11;2;1638001;1
american airlines f.c.u.;impuesto predial;p;pagos web;11;3;7704457;1
american express;impuesto predial;a;pagos web;13;1;334;1
american express;impuesto predial;n;pagos web;15;0;9634684;2
american express;impuesto predial;n;pagos web;22;2;111866;1
american express;impuesto predial;p;pagos web;8;1;24020;1
american express;impuesto predial;p;pagos web;10;1;242612;1
american express;impuesto predial;p;pagos web;12;6;485946;1
american express;impuesto predial;p;pagos web;13;2;3402003;1
american express;impuesto predial;p;pagos web;19;0;1070;1
american express;impuesto predial;p;pagos web;21;0;4051450;1
american express;impuesto predial;p;pagos web;23;0;655785;1
american express;impuesto predial;p;pagos web;23;1;4124744;1
american express;facilidades;n;pagos web;7;3;12383087;1
american express;facilidades;n;pagos web;8;3;4445833;1
american express;facilidades;n;pagos web;9;1;1282114;1
american express;facilidades;n;pagos web;9;2;3070812;1
american express;facilidades;p;pagos web;8;2;5870903;1
american express;facilidades;p;pagos web;10;4;138531;1
american express;facilidades;p;pagos web;11;5;138531;1
american express;facilidades;p;pagos web;13;6;138531;1
american express;facilidades;p;pagos web;16;2;138531;1
american express;facilidades;p;pagos web;18;0;138531;1
american express;facilidades;p;pagos web;18;1;138531;1
american express;impuesto predial;a;pagos web;9;3;6883468;1
american express;impuesto predial;a;pagos web;12;6;4046012;1
american express;impuesto predial;a;pagos web;14;2;2546174;1
american express;impuesto predial;a;pagos web;20;0;1375494;2
american express;impuesto predial;n;pagos web;8;1;1480766;1
american express;impuesto predial;n;pagos web;9;1;2007412;1
american express;impuesto predial;n;pagos web;9;2;2174704;2
american express;impuesto predial;n;pagos web;9;3;1247148;1
american express;impuesto predial;n;pagos web;13;0;3973183;1
american express;impuesto predial;n;pagos web;13;6;8187108;1
american express;impuesto predial;n;pagos web;15;5;3260476;1
american express;impuesto predial;n;pagos web;16;0;315424;1
american express;impuesto predial;n;pagos web;16;1;11487299;2
american express;impuesto predial;n;pagos web;17;2;8595577;2
american express;impuesto predial;n;pagos web;17;5;1851998;2
american express;impuesto predial;n;pagos web;22;1;5307170;1
american express;impuesto predial;p;pagos web;1;1;3417990;1
american express;impuesto predial;p;pagos web;2;0;928272;1
american express;impuesto predial;p;pagos web;3;5;1545630;1
american express;impuesto predial;p;pagos web;6;1;981268;1
american express;impuesto predial;p;pagos web;7;1;15531286;1
american express;impuesto predial;p;pagos web;8;0;543391;1
american express;impuesto predial;p;pagos web;8;1;3407814;1
american express;impuesto predial;p;pagos web;8;2;735025;1
american express;impuesto predial;p;pagos web;8;3;238010;1
american express;impuesto predial;p;pagos web;8;4;3409821;1
american express;impuesto predial;p;pagos web;9;0;2612282;1
american express;impuesto predial;p;pagos web;9;1;2020736;2
american express;impuesto predial;p;pagos web;9;2;3180293;1
american express;impuesto predial;p;pagos web;9;3;15538297;2
american express;impuesto predial;p;pagos web;9;4;15182836;1
american express;impuesto predial;p;pagos web;9;5;2100595;2
american express;impuesto predial;p;pagos web;10;1;5706026;5
american express;impuesto predial;p;pagos web;10;2;1869273;2
american express;impuesto predial;p;pagos web;10;3;538265;2
american express;impuesto predial;p;pagos web;10;6;3453634;1
american express;impuesto predial;p;pagos web;11;0;7978404;2
american express;impuesto predial;p;pagos web;11;1;36511794;2
american express;impuesto predial;p;pagos web;11;2;703123;1
american express;impuesto predial;p;pagos web;11;3;290603;1
american express;impuesto predial;p;pagos web;11;5;981268;1
american express;impuesto predial;p;pagos web;12;0;315424;1
american express;impuesto predial;p;pagos web;12;1;11084881;2
american express;impuesto predial;p;pagos web;12;2;167735;1
american express;impuesto predial;p;pagos web;12;3;7974255;2
american express;impuesto predial;p;pagos web;13;0;5305745;1
american express;impuesto predial;p;pagos web;13;1;949;1
american express;impuesto predial;p;pagos web;13;2;4484291;1
american express;impuesto predial;p;pagos web;13;3;282454;2
american express;impuesto predial;p;pagos web;13;6;1289;1
american express;impuesto predial;p;pagos web;14;0;1278237;1
american express;impuesto predial;p;pagos web;14;1;21023108;3
american express;impuesto predial;p;pagos web;14;2;4154665;2
american express;impuesto predial;p;pagos web;14;3;15351628;1
american express;impuesto predial;p;pagos web;14;4;653953;1
american express;impuesto predial;p;pagos web;15;0;1539532;2
american express;impuesto predial;p;pagos web;15;2;337711;2
american express;impuesto predial;p;pagos web;15;3;2092544;1
american express;impuesto predial;p;pagos web;15;4;1862407;3
american express;impuesto predial;p;pagos web;15;5;1237080;1
american express;impuesto predial;p;pagos web;16;1;1173434;2
american express;impuesto predial;p;pagos web;16;2;17266191;5
american express;impuesto predial;p;pagos web;16;3;2092544;1
american express;impuesto predial;p;pagos web;16;5;752246;1
american express;impuesto predial;p;pagos web;17;0;3776237;1
american express;impuesto predial;p;pagos web;17;1;4150959;4
american express;impuesto predial;p;pagos web;17;2;1278237;1
american express;impuesto predial;p;pagos web;17;3;325067;1
american express;impuesto predial;p;pagos web;18;1;7439638;3
american express;impuesto predial;p;pagos web;18;2;1481566;2
american express;impuesto predial;p;pagos web;18;3;4762455;3
american express;impuesto predial;p;pagos web;18;4;4782357;1
american express;impuesto predial;p;pagos web;19;0;3177392;1
american express;impuesto predial;p;pagos web;19;2;376282;1
american express;impuesto predial;p;pagos web;19;4;1655644;1
american express;impuesto predial;p;pagos web;20;0;2144061;2
american express;impuesto predial;p;pagos web;20;2;434996;1
american express;impuesto predial;p;pagos web;20;4;2495979;2
american express;impuesto predial;p;pagos web;20;6;14254738;2
american express;impuesto predial;p;pagos web;22;3;13246561;1
american express;impuesto predial;p;pagos web;22;6;735025;1
american express;impuesto predial;p;pagos web;23;3;11547252;1
american express;impuesto predial;w;pagos web;15;5;516035;1
american express;industria y comercio;n;pagos web;9;2;6425060;1
american express;industria y comercio;n;pagos web;10;3;7656762;1
american express;industria y comercio;n;pagos web;16;4;9121451;1
american express;industria y comercio;p;pagos web;11;0;110686;1
american express;impuesto predial;p;pagos web;21;5;27568532;1
american express;impuesto predial;p;pagos web;19;0;9896770;1
american express;impuesto predial;n;pagos web;9;4;1234247;1
american express;impuesto predial;n;pagos web;11;0;8820564;1
american express;impuesto predial;n;pagos web;13;1;90189;2
american express;impuesto predial;n;pagos web;17;3;9529456;1
american express;impuesto predial;p;pagos web;0;2;350780;1
american express;impuesto predial;p;pagos web;9;0;159585;1
american express;impuesto predial;p;pagos web;9;2;7368606;3
american express;impuesto predial;p;pagos web;9;3;5232634;1
american express;impuesto predial;p;pagos web;10;0;815368;2
american express;impuesto predial;p;pagos web;10;2;7373418;2
american express;impuesto predial;p;pagos web;10;3;995810;1
american express;impuesto predial;p;pagos web;10;4;1495475;2
american express;impuesto predial;p;pagos web;11;0;3204798;1
american express;impuesto predial;p;pagos web;11;1;3928827;1
american express;impuesto predial;p;pagos web;11;5;1359157;1
american express;impuesto predial;p;pagos web;12;1;1038;1
american express;impuesto predial;p;pagos web;12;5;271484;1
american express;impuesto predial;p;pagos web;13;0;1144178;3
american express;impuesto predial;p;pagos web;13;2;5445280;2
american express;impuesto predial;p;pagos web;14;3;4261950;1
american express;impuesto predial;p;pagos web;16;0;1225200;1
american express;impuesto predial;p;pagos web;17;4;2703500;1
american express;impuesto predial;p;pagos web;18;3;1162975;1
american express;impuesto predial;p;pagos web;18;5;1619618;1
american express;impuesto predial;p;pagos web;19;3;2836270;1
american express;impuesto predial;p;pagos web;20;0;596507;1
american express;impuesto predial;p;pagos web;20;1;1890117;2
american express;impuesto predial;p;pagos web;21;2;807530;1
american express;delineacion urbana;n;pagos web;11;1;13277630;1
american express;facilidades;a;pagos web;14;2;243823;1
american express;facilidades;n;pagos web;12;1;886683;1
american express;facilidades;n;pagos web;19;1;1787834;1
american express;facilidades;p;pagos web;10;1;1336331;2
american express;facilidades;p;pagos web;14;2;17382713;1
american express;facilidades;p;pagos web;22;1;5219138;2
american express;facilidades;p;pagos web;23;0;11868434;1
american express;impuesto predial;a;pagos web;7;3;850809;1
american express;impuesto predial;a;pagos web;8;2;2244724;1
american express;impuesto predial;a;pagos web;17;1;18567550;1
american express;impuesto predial;a;pagos web;20;1;85170;1
american express;impuesto predial;n;pagos web;8;4;3699487;1
american express;impuesto predial;n;pagos web;9;6;8582992;1
american express;impuesto predial;n;pagos web;10;2;71159;1
american express;impuesto predial;n;pagos web;10;3;277582;1
american express;impuesto predial;n;pagos web;11;3;4826218;1
american express;impuesto predial;n;pagos web;14;3;5095058;2
american express;impuesto predial;n;pagos web;15;0;1820714;1
american express;impuesto predial;n;pagos web;15;2;6376741;1
american express;impuesto predial;n;pagos web;15;3;2673433;1
american express;impuesto predial;n;pagos web;18;0;1096902;1
american express;impuesto predial;n;pagos web;18;5;2935436;1
american express;impuesto predial;n;pagos web;18;6;2135450;1
american express;impuesto predial;n;pagos web;19;0;21061120;1
american express;impuesto predial;n;pagos web;19;1;1179746;2
american express;impuesto predial;n;pagos web;20;1;347369;1
american express;impuesto predial;n;pagos web;21;0;2174014;1
american express;impuesto predial;n;pagos web;21;1;3308;1
american express;impuesto predial;n;pagos web;22;2;20232231;2
american express;impuesto predial;p;pagos web;0;2;4316307;1
american express;impuesto predial;p;pagos web;1;4;5344210;1
american express;impuesto predial;p;pagos web;5;3;685504;1
american express;impuesto predial;p;pagos web;7;0;1088873;1
american express;impuesto predial;p;pagos web;7;1;2015070;3
american express;impuesto predial;p;pagos web;8;0;1990631;2
american express;impuesto predial;p;pagos web;8;2;1329533;1
american express;impuesto predial;p;pagos web;9;1;15750007;1
american express;impuesto predial;p;pagos web;9;3;1013715;2
american express;impuesto predial;p;pagos web;9;5;5128290;1
american express;impuesto predial;p;pagos web;10;2;15787080;3
american express;impuesto predial;p;pagos web;10;3;173450;1
american express;impuesto predial;p;pagos web;10;4;2584545;2
american express;impuesto predial;p;pagos web;11;0;2645850;2
american express;impuesto predial;p;pagos web;11;2;26557285;2
american express;impuesto predial;p;pagos web;11;4;156460;5
american express;impuesto predial;p;pagos web;12;1;4720026;2
american express;impuesto predial;p;pagos web;12;2;1292988;1
american express;impuesto predial;p;pagos web;12;3;1594627;2
american express;impuesto predial;p;pagos web;12;6;1073401;1
american express;impuesto predial;p;pagos web;13;0;5592810;3
american express;impuesto predial;p;pagos web;13;4;12827338;2
american express;impuesto predial;p;pagos web;14;0;1328773;1
american express;impuesto predial;p;pagos web;14;1;598576;1
american express;impuesto predial;p;pagos web;14;2;5085942;2
american express;impuesto predial;p;pagos web;14;3;140600;2
american express;impuesto predial;p;pagos web;14;4;4695621;1
american express;impuesto predial;p;pagos web;15;0;6164684;2
american express;impuesto predial;p;pagos web;15;1;1277276;1
american express;impuesto predial;p;pagos web;15;2;2711404;1
american express;impuesto predial;p;pagos web;15;3;2393563;1
american express;impuesto predial;p;pagos web;15;5;2347526;1
american express;impuesto predial;p;pagos web;16;1;2711404;1
american express;impuesto predial;p;pagos web;16;2;18532520;4
american express;impuesto predial;p;pagos web;16;3;3462527;2
american express;impuesto predial;p;pagos web;16;4;14507951;2
american express;impuesto predial;p;pagos web;16;6;9238599;4
american express;impuesto predial;p;pagos web;17;0;3962711;3
american express;impuesto predial;p;pagos web;17;1;13344832;3
american express;impuesto predial;p;pagos web;17;2;9380;1
american express;impuesto predial;p;pagos web;17;3;3100005;2
american express;impuesto predial;p;pagos web;17;4;1520897;1
american express;impuesto predial;p;pagos web;17;5;1041917;1
american express;impuesto predial;p;pagos web;18;0;1096902;1
american express;impuesto predial;p;pagos web;18;1;7788547;1
american express;impuesto predial;p;pagos web;18;3;32219917;2
american express;impuesto predial;p;pagos web;19;1;19850;1
american express;impuesto predial;p;pagos web;19;3;650826;1
american express;impuesto predial;p;pagos web;20;0;2186277;2
american express;impuesto predial;p;pagos web;20;1;5228341;2
american express;impuesto predial;p;pagos web;20;2;11919358;4
american express;impuesto predial;p;pagos web;20;5;309434;1
american express;impuesto predial;p;pagos web;21;1;2779159;1
american express;impuesto predial;p;pagos web;21;6;11341869;1
american express;impuesto predial;p;pagos web;22;2;1477414;1
american express;impuesto predial;p;pagos web;23;1;6064040;1
american express;industria y comercio;n;pagos web;16;2;14185584;2
american express;industria y comercio;n;pagos web;20;1;165838;1
american express;industria y comercio;p;pagos web;9;1;871372;1
american express;industria y comercio;p;pagos web;13;4;336232;1
american gateway bank;impuesto predial;p;pagos web;9;2;636496;1
amex - amex;impuesto predial;n;pagos web;9;1;1417000;1
amex - amex;impuesto predial;n;pagos web;10;0;1707078;2
amex - amex;impuesto predial;n;pagos web;11;1;3885701;1
amex - amex;impuesto predial;n;pagos web;12;0;6485967;4
amex - amex;impuesto predial;n;pagos web;12;1;332568;1
amex - amex;impuesto predial;n;pagos web;13;6;175863;2
amex - amex;impuesto predial;p;pagos web;8;4;33250;1
amex - amex;impuesto predial;p;pagos web;11;5;1987197;1
amex - amex;impuesto predial;p;pagos web;11;6;258240;2
amex - amex;impuesto predial;p;pagos web;12;6;479788;1
amex - amex;impuesto predial;p;pagos web;13;4;1871588;1
amex - amex;impuesto predial;p;pagos web;14;4;1593454;1
amex - amex;impuesto predial;p;pagos web;16;4;15222;1
amex - amex;impuesto predial;p;pagos web;17;3;13095935;1
amex - amex;impuesto predial;p;pagos web;19;0;1411703;1
amex - amex;impuesto predial;p;pagos web;19;2;451862;1
amex - amex;industria y comercio;p;pagos web;17;1;6148;1
amex canada globestar;impuesto predial;p;pagos web;10;1;1667165;1
amex canada globestar;impuesto predial;p;pagos web;12;6;2954383;1
amex canada globestar;impuesto predial;p;pagos web;16;2;329185;1
amex canada globestar;impuesto predial;p;pagos web;17;2;326736;1
amex canada globestar;industria y comercio;p;pagos web;20;0;2192560;1
amex espana card globestar cha;impuesto predial;p;pagos web;9;0;486134;1
amex espana card globestar cha;impuesto predial;p;pagos web;11;4;162556;1
amex espana card globestar cha;impuesto predial;p;pagos web;15;0;127942;1
aruba bank;impuesto predial;n;pagos web;9;0;4610471;1
aruba bank;impuesto predial;p;pagos web;9;3;2160266;1
asb bank;impuesto predial;p;pagos web;18;0;1062864;1
asociacion gremial de instituc;facilidades;p;pagos web;9;2;6415220;1
asociacion gremial de instituc;impuesto predial;p;pagos web;7;0;1588496;1
asociacion gremial de instituc;impuesto predial;p;pagos web;8;2;2540963;1
asociacion gremial de instituc;impuesto predial;p;pagos web;8;4;112744;1
asociacion gremial de instituc;impuesto predial;p;pagos web;9;0;758523;3
asociacion gremial de instituc;impuesto predial;p;pagos web;9;1;186932;2
asociacion gremial de instituc;impuesto predial;p;pagos web;9;3;626856;2
asociacion gremial de instituc;impuesto predial;p;pagos web;10;0;627916;1
asociacion gremial de instituc;impuesto predial;p;pagos web;10;3;265028;1
asociacion gremial de instituc;impuesto predial;p;pagos web;10;4;427469;1
asociacion gremial de instituc;impuesto predial;p;pagos web;11;0;192961;1
asociacion gremial de instituc;impuesto predial;p;pagos web;11;1;2943;1
asociacion gremial de instituc;impuesto predial;p;pagos web;11;2;3642961;1
asociacion gremial de instituc;impuesto predial;p;pagos web;11;3;393424;1
asociacion gremial de instituc;impuesto predial;p;pagos web;11;5;566997;1
asociacion gremial de instituc;impuesto predial;p;pagos web;12;0;867055;2
asociacion gremial de instituc;impuesto predial;p;pagos web;12;2;289931;1
asociacion gremial de instituc;impuesto predial;p;pagos web;12;3;2427236;1
asociacion gremial de instituc;impuesto predial;p;pagos web;12;6;3182781;1
asociacion gremial de instituc;impuesto predial;p;pagos web;13;0;4376669;2
asociacion gremial de instituc;impuesto predial;p;pagos web;13;4;1087587;1
asociacion gremial de instituc;impuesto predial;p;pagos web;13;5;116213;1
asociacion gremial de instituc;impuesto predial;p;pagos web;14;0;495323;1
asociacion gremial de instituc;impuesto predial;p;pagos web;14;2;206367;1
asociacion gremial de instituc;impuesto predial;p;pagos web;14;3;1043560;2
asociacion gremial de instituc;impuesto predial;p;pagos web;14;4;3987547;1
asociacion gremial de instituc;impuesto predial;p;pagos web;14;6;1007465;1
asociacion gremial de instituc;impuesto predial;p;pagos web;15;1;1299786;2
asociacion gremial de instituc;impuesto predial;p;pagos web;15;2;7589;1
asociacion gremial de instituc;impuesto predial;p;pagos web;16;0;1346918;3
asociacion gremial de instituc;impuesto predial;p;pagos web;16;2;3479906;2
asociacion gremial de instituc;impuesto predial;p;pagos web;16;4;330733;1
asociacion gremial de instituc;impuesto predial;p;pagos web;17;0;790176;2
asociacion gremial de instituc;impuesto predial;p;pagos web;17;1;863057;2
asociacion gremial de instituc;impuesto predial;p;pagos web;17;2;5340913;3
asociacion gremial de instituc;impuesto predial;p;pagos web;17;4;730699;1
asociacion gremial de instituc;impuesto predial;p;pagos web;17;6;243368;1
asociacion gremial de instituc;impuesto predial;p;pagos web;18;0;407843;1
asociacion gremial de instituc;impuesto predial;p;pagos web;18;1;451215;1
asociacion gremial de instituc;impuesto predial;p;pagos web;18;2;2342350;2
asociacion gremial de instituc;impuesto predial;p;pagos web;18;3;1847424;2
asociacion gremial de instituc;impuesto predial;p;pagos web;19;0;206282;1
asociacion gremial de instituc;impuesto predial;p;pagos web;19;1;1946193;1
asociacion gremial de instituc;impuesto predial;p;pagos web;19;4;102312;1
asociacion gremial de instituc;impuesto predial;p;pagos web;20;0;923054;1
asociacion gremial de instituc;impuesto predial;p;pagos web;20;3;8114590;5
asociacion gremial de instituc;impuesto predial;p;pagos web;20;4;3227672;3
asociacion gremial de instituc;impuesto predial;p;pagos web;21;1;8838648;2
asociacion gremial de instituc;impuesto predial;p;pagos web;21;3;5579;1
asociacion gremial de instituc;impuesto predial;p;pagos web;21;5;530585;1
asociacion gremial de instituc;impuesto predial;p;pagos web;22;0;169104;1
asociacion gremial de instituc;impuesto predial;p;pagos web;23;0;265028;1
asociacion gremial de instituc;impuesto predial;p;pagos web;23;5;379473;1
asociacion gremial de instituc;industria y comercio;p;pagos web;8;2;25300;1
asociacion gremial de instituc;industria y comercio;p;pagos web;8;3;938353;1
asociacion gremial de instituc;industria y comercio;p;pagos web;11;6;25300;1
asociacion gremial de instituc;industria y comercio;p;pagos web;12;2;109089;1
asociacion gremial de instituc;industria y comercio;p;pagos web;12;5;25300;1
asociacion gremial de instituc;industria y comercio;p;pagos web;15;1;25300;1
asociacion gremial de instituc;industria y comercio;p;pagos web;15;2;36000;1
asociacion gremial de instituc;industria y comercio;p;pagos web;16;4;72636;1
asociacion gremial de instituc;industria y comercio;p;pagos web;18;5;43398;1
asociacion gremial de instituc;industria y comercio;p;pagos web;19;0;107704;1
asociacion gremial de instituc;industria y comercio;p;pagos web;21;1;25300;1
asociacion gremial de instituc;industria y comercio;p;pagos web;21;3;289800;1
asociacion gremial de instituc;industria y comercio;p;pagos web;22;2;25300;1
asociacion gremial de instituc;industria y comercio;p;pagos web;22;3;25300;1
asociacion gremial de instituc;industria y comercio;p;pagos web;22;4;25300;1
asociacion gremial de instituc;industria y comercio;p;pagos web;23;5;72000;1
australia and new zealand bank;impuesto predial;p;pagos web;11;3;376851;1
av villas;circulacion y transito;a;pagos web;0;2;29725;1
av villas;facilidades;p;pagos web;7;2;433004;1
av villas;facilidades;p;pagos web;8;1;165522;1
av villas;facilidades;p;pagos web;8;3;169362;1
av villas;facilidades;p;pagos web;8;4;3550054;1
av villas;facilidades;p;pagos web;9;1;129056;1
av villas;facilidades;p;pagos web;9;2;917245;1
av villas;facilidades;p;pagos web;9;4;820707;2
av villas;facilidades;p;pagos web;9;5;320597;1
av villas;facilidades;p;pagos web;11;1;1630041;2
av villas;facilidades;p;pagos web;11;4;105309;1
av villas;facilidades;p;pagos web;12;1;287029;1
av villas;facilidades;p;pagos web;12;5;1204575;2
av villas;facilidades;p;pagos web;13;0;5635711;2
av villas;facilidades;p;pagos web;13;1;1175779;1
av villas;facilidades;p;pagos web;14;1;2308853;1
av villas;facilidades;p;pagos web;14;2;11166347;2
av villas;facilidades;p;pagos web;14;3;2146832;2
av villas;facilidades;p;pagos web;15;3;2323729;2
av villas;facilidades;p;pagos web;16;0;1301409;1
av villas;facilidades;p;pagos web;16;2;349938;2
av villas;facilidades;p;pagos web;16;3;978674;1
av villas;facilidades;p;pagos web;16;4;252869;1
av villas;facilidades;p;pagos web;17;1;211084;1
av villas;facilidades;p;pagos web;17;2;5089158;3
av villas;facilidades;p;pagos web;18;0;4808610;1
av villas;facilidades;p;pagos web;18;2;435002;1
av villas;facilidades;p;pagos web;18;5;452703;1
av villas;facilidades;p;pagos web;19;1;2206264;1
av villas;facilidades;p;pagos web;19;6;196610;1
av villas;facilidades;p;pagos web;20;1;1544331;1
av villas;facilidades;p;pagos web;21;2;1474928;1
av villas;facilidades;p;pagos web;21;3;3127392;1
av villas;facilidades;p;pagos web;21;4;1721105;1
av villas;facilidades;p;pagos web;22;0;216808;1
av villas;facilidades;p;pagos web;23;0;201651;1
av villas;impuesto predial;a;pagos web;7;5;67067;1
av villas;impuesto predial;a;pagos web;9;1;628288;1
av villas;impuesto predial;a;pagos web;9;3;267568;1
av villas;impuesto predial;a;pagos web;10;5;317429;1
av villas;impuesto predial;a;pagos web;11;1;217198;1
av villas;impuesto predial;a;pagos web;11;3;686975;1
av villas;impuesto predial;a;pagos web;11;6;67067;1
av villas;impuesto predial;a;pagos web;15;2;57135;1
av villas;impuesto predial;a;pagos web;15;3;1037938;1
av villas;impuesto predial;a;pagos web;17;5;141654;1
av villas;impuesto predial;a;pagos web;18;2;1070206;2
av villas;impuesto predial;a;pagos web;18;4;35272;1
av villas;impuesto predial;a;pagos web;19;0;106258;1
av villas;impuesto predial;a;pagos web;19;4;150376;1
av villas;impuesto predial;a;pagos web;20;1;180914;1
av villas;impuesto predial;p;pagos web;0;2;535060;2
av villas;impuesto predial;p;pagos web;0;3;1932470;2
av villas;impuesto predial;p;pagos web;4;1;256570;1
av villas;impuesto predial;p;pagos web;6;3;2848540;2
av villas;impuesto predial;p;pagos web;6;4;1154682;2
av villas;impuesto predial;p;pagos web;7;0;285207;3
av villas;impuesto predial;p;pagos web;7;1;4364697;3
av villas;impuesto predial;p;pagos web;7;2;2006005;3
av villas;impuesto predial;p;pagos web;7;3;1357312;2
av villas;impuesto predial;p;pagos web;7;4;3258838;2
av villas;impuesto predial;p;pagos web;7;5;3244824;3
av villas;impuesto predial;p;pagos web;7;6;1204993;1
av villas;impuesto predial;p;pagos web;8;1;3687326;5
av villas;impuesto predial;p;pagos web;8;2;2340676;2
av villas;impuesto predial;p;pagos web;8;3;833539;2
av villas;impuesto predial;p;pagos web;8;4;2871152;4
av villas;impuesto predial;p;pagos web;9;0;491093;1
av villas;impuesto predial;p;pagos web;9;1;3325472;4
av villas;impuesto predial;p;pagos web;9;2;10274644;3
av villas;impuesto predial;p;pagos web;9;3;5334330;1
av villas;impuesto predial;p;pagos web;9;4;311207;1
av villas;impuesto predial;p;pagos web;9;5;341572;4
av villas;impuesto predial;p;pagos web;10;0;3888334;6
av villas;impuesto predial;p;pagos web;10;2;5248012;5
av villas;impuesto predial;p;pagos web;10;3;1602210;4
av villas;impuesto predial;p;pagos web;10;4;3845022;5
av villas;impuesto predial;p;pagos web;10;6;87324;1
av villas;impuesto predial;p;pagos web;11;0;1897582;5
av villas;impuesto predial;p;pagos web;11;1;847065;2
av villas;impuesto predial;p;pagos web;11;2;1326349;3
av villas;impuesto predial;p;pagos web;11;3;369163;3
av villas;impuesto predial;p;pagos web;11;4;66450;2
av villas;impuesto predial;p;pagos web;11;5;321193;1
av villas;impuesto predial;p;pagos web;11;6;1750231;2
av villas;impuesto predial;p;pagos web;12;0;212676;2
av villas;impuesto predial;p;pagos web;12;1;108815;1
av villas;impuesto predial;p;pagos web;12;2;1568663;3
av villas;impuesto predial;p;pagos web;12;4;967468;3
av villas;impuesto predial;p;pagos web;12;5;442974;1
av villas;impuesto predial;p;pagos web;13;0;2960885;5
av villas;impuesto predial;p;pagos web;13;1;594464;2
av villas;impuesto predial;p;pagos web;13;2;1395614;4
av villas;impuesto predial;p;pagos web;13;3;3102013;4
av villas;impuesto predial;p;pagos web;13;4;399002;2
av villas;impuesto predial;p;pagos web;13;6;265276;1
av villas;impuesto predial;p;pagos web;14;0;1210381;2
av villas;impuesto predial;p;pagos web;14;2;610852;2
av villas;impuesto predial;p;pagos web;14;4;7183111;2
av villas;impuesto predial;p;pagos web;15;0;5426401;9
av villas;impuesto predial;p;pagos web;15;1;7732277;1
av villas;impuesto predial;p;pagos web;15;2;6452392;5
av villas;impuesto predial;p;pagos web;15;3;898007;2
av villas;impuesto predial;p;pagos web;15;4;1456994;2
av villas;impuesto predial;p;pagos web;15;6;102685;2
av villas;impuesto predial;p;pagos web;16;0;1939029;5
av villas;impuesto predial;p;pagos web;16;1;266296;2
av villas;impuesto predial;p;pagos web;16;2;1210002;4
av villas;impuesto predial;p;pagos web;16;3;307694;2
av villas;impuesto predial;p;pagos web;16;4;256570;1
av villas;impuesto predial;p;pagos web;16;5;573347;3
av villas;impuesto predial;p;pagos web;16;6;317283;1
av villas;impuesto predial;p;pagos web;17;0;212416;1
av villas;impuesto predial;p;pagos web;17;1;1201824;3
av villas;impuesto predial;p;pagos web;17;2;359533;1
av villas;impuesto predial;p;pagos web;17;4;12436614;7
av villas;impuesto predial;p;pagos web;17;6;726674;2
av villas;impuesto predial;p;pagos web;18;0;495665;1
av villas;impuesto predial;p;pagos web;18;1;2286356;2
av villas;impuesto predial;p;pagos web;18;2;2256583;3
av villas;impuesto predial;p;pagos web;18;3;670052;4
av villas;impuesto predial;p;pagos web;18;4;3759053;5
av villas;impuesto predial;p;pagos web;18;6;1230135;2
av villas;impuesto predial;p;pagos web;19;0;277339;1
av villas;impuesto predial;p;pagos web;19;1;1414642;5
av villas;impuesto predial;p;pagos web;19;2;2627019;4
av villas;impuesto predial;p;pagos web;20;0;496305;2
av villas;impuesto predial;p;pagos web;20;1;2987762;5
av villas;impuesto predial;p;pagos web;20;2;405059;1
av villas;impuesto predial;p;pagos web;20;4;2204402;3
av villas;impuesto predial;p;pagos web;20;5;129702;1
av villas;impuesto predial;p;pagos web;20;6;1183305;4
av villas;impuesto predial;p;pagos web;21;0;2121745;2
av villas;impuesto predial;p;pagos web;21;1;1578396;4
av villas;impuesto predial;p;pagos web;21;3;488417;1
av villas;impuesto predial;p;pagos web;21;4;329495;1
av villas;impuesto predial;p;pagos web;21;6;1760540;1
av villas;impuesto predial;p;pagos web;22;0;1204993;1
av villas;impuesto predial;p;pagos web;22;1;512354;2
av villas;impuesto predial;p;pagos web;22;2;596273;2
av villas;impuesto predial;p;pagos web;23;0;943628;1
av villas;impuesto predial;p;pagos web;23;1;1280192;2
